,content,score
38,非常的完美，从桌子上可以看出我所有的东西都是小米的，因为他的东西比较，性价比，高。而且做的比较的简约漂亮，比较符合现代科技感的风格，所以说比较喜欢，一直会支持小米。,5
39,非常实用，孩子房间有这么一个插线板就完全够用了，而且相信小米的品质，家里大大小小小米的东西越来越多。,5
40,很不错的插线板，小巧可爱，很精致，很漂亮，不错，尤其底下的USB插头很实用，小米的产品值得信赖，算是忠实的米粉了,5
41,"用过小米的插座，紫米的充电宝，说说这款产品的感受:
1.外观，用料考究，做工精良
2. WiFi链接稳定，反应灵敏，定时、时段关机功能很实用
3. App友好，用电器功率，用电量一目了然
缺点:使用一周，暂时没有发现
总结:第一次用智能插座，定时关机，时段开关功能很实用，物有所值（69），推荐购买",5
42,特别好！小米的东西真的是闭着眼睛买，做工好 外观美 设计合理 做工精致 价格还公道！,5
43,还不错   很适合宿舍用   一个电脑    一个台灯   一个手机充电器    三个usb还可以给充电宝充充电   usb风扇等    家用也不错  线材很粗    做工比大街上几十块的杂牌插线板好很多。总体来说  颜值挺高   50块钱还是可以的,5
44,黑色不错，放在显示器架子下面，不会显得很突兀，而且省去了电视盒、音箱的电源，直接用线接就好了。小米性价比高啊。,5
45,之前买的坏了，3个usb都不能用了，申请售后马上就给换了一个非常好。一如既往的相信京东的售后，绝对无敌。另外这个产品也不错，3个口充电很方便非常好。颜值也很高。,5
46,一开始在超市去买，看了一下，差的看不上，好的一个七八十，准备买的，后来一想，网上应该便宜些，就在网上买了这款，和超市里面有一样好，还便宜几十块钱，从来没买过小米的手机，在网上看到说小米的手机便宜，实惠，所以就买了这款，果然很好。,5
47,漂亮的妙不可言，能把插座做成这样，技术人员很有品味，而且五米的线也足够长，整套房子无死角！小巧轻便，插板没有一点多余没必要的空余！有用的很！,5
48,小米插座分量很足，手   感很好，电视、IPTV、**盒子，三个插孔正好，排列也合理，非常满意！送货员态度很好，很赞！！！,5
49,小米插线板不错，买来给我妈用的，usb接口可以给小米手电筒，充电宝，这些东西充电使用，就不用买充电头了，宝贝非常好！值得购买。,5
50,拖线板外观十分好看，简约大方而且功能很全，带USB接口充电，光靠一根数据线就可以充电啦，很快捷。电脑端的USB充电实在是太慢了，现在不用充电头子也能充电，很方便。有个总开关控制，比较安全。之前用的大功率的取暖器，过不了多久开关就会自动关闭，安全系数高。总的来说很不错,5
51,这个插线板用起来还蛮舒服的，有三个接头可以直接采用usb，所以很方便，放在桌子上，黑色也显得，很酷。,5
52,满意，物流挺快的，放床头非常方便，冲台灯手机都不许充电头了，孔位很多，晚上显示灯亮着还可以当小夜灯用。最重要是小米大牌子放心,5
53,"插板挺有分量的，和那种廉价的感觉很不一样，开关上的灯挺好看的，白色的和插板很配，宿舍一个绝对够了，也不会显得乱，三个口都是快充就很nice             
                                                                           一个资深米粉",5
54,第一次看到这么漂亮的插板，竟然有三孔，有两孔，数据线充电口。刚才用了我的iphone手机充电相当的快。安全系数还是很高的。美观第一。,5
55,做工不错，而且很小巧，放在床头柜上一点也不占地方，而且还带usb口充电很方便。,5
56,常常网购，总有很多的包裹收，感觉写评语花掉了我很多的时刻和精力!所以在一段时刻里，我总是不去点评或许随意写写!可是，我又总是觉得如同有点对不住那些辛苦工作的卖家客服、仓菅、老板。于是我写下了一小段话，给我觉得能拿到我五星好评的卖家的宝物点评里面以示感谢和尊敬!首要，宝物是性价比很高的，我每次都会先试用再点评的，尽管宝物纷歧定是最好的，但在平等的价位里面肯定是体现最棒的。~的配送肯定是一流的，送货速度快，配送员效劳态度好，每样东西都是送货上门。希望京东能再接再厉，做得更大更强，供给更多更好的东西给我们。,5
57,非常好看且实用的插排，颜值高，功能实用，充电快，安全系数高，线材用料厚实，非常不错，并且开关灯光非常柔和，不会刺眼，100分。,5
58,买了两个，一个送人了，一个自己用，挺好用的，并且颜值也可以，很好看，质量也可以，哈哈哈,5
59,可以的，很强势啊，我现在都不知道怎么用手机看的什么，小米插排，好，很好啊，比较洋气啊，哈哈,5
60,外表看起来干净立正，整个形态也不是很占地方。挺好看也好用的插排，价格也不贵。USB口给一些小仪器充电也都很方便，好评！,5
61,小米插线板仅铅笔盒大小，配备3组国际插孔、3个USB充电口(总电流3.1A，单口支持2A快充)、支持110-240伏电压，插线板采用定制的乔日三合一过载保护开关，3组带保护们的国际插孔，750℃高阻内燃外壳。真的非常喜欢啊。,5
62,一个插线板竟然这么高的颜值，侧面漆面设计很apple，但又是小米亲人的价格，可以说很喜欢了。LED指示灯无光污染存在，非常赞。配合小米45w电源，颜值很高了,5
63,已经收到啦小米插线板，感觉很好用，外观简洁，漂亮，做工很好，关键是才9块钱买的，我还要啥自行车，好评哈哈,5
64,这个产品的便利性是肯定很大的，对于我这样设备很多的人来说，这样的产品刚刚好满足我的需求，而且，米家的东西，质量是真的过关的，就是我怀疑京东给我发的这个东西是别人退货的（二手）因为我刚拿到手就觉得这个包装很脏，还有破损，像被拆过一样的，而且这些脏东西还是在包装里面的（视频拍出来了）因为急着用，就算了，反正用着也挺好的,5
65,很好！买这个之前选的是公牛，3天就烧了，然后换货，一天就烧了，果断退货！用了一个礼拜了，很不错，插孔的设施比较合理！平板和手机同时充电也可以插得下（我自家的抽头不行）,5
66,小米的东西一如既往的没问题。服务好，物流快，包装结实，服务态度很好。带ubs插口，是正品，无色差，便捷设计简约大方，排插开关独立，很实用，家里的电器现在基本都是小米的了。物美价廉还可以，接线板看着很有质感当给力。简洁大方实用，比以前方便多了，不用再给手机插头排位置，充电也挺快的插座孔道够多，很方便使用。拿在手里很有质感。当时收到的箱子超级大，原来是保护措施。性价比很高，颜色很漂亮，比超市便宜，有品质保障。好用安全，家里，单位里全用小米的。好比公牛的便宜，质量也好，简洁时尚，小巧占空间小。目前也没有出现品质问题，不用犹豫入了不亏，性价比很高，值得入手。,5
67,很好的商品，很有艺术感，精致大气，很显档次，很不错的宝贝，手感不错，安全设计棒棒的，安全门很紧实，不用力还有点难拔出插头，家有小孩的是不错的选择，USB插口很满意，我充电就没用充电器头了，为生活增加了几分档次。快递很快，很满意的一次购物！,5
68,物流很快。第二天就到了。东西很好。小米的东西很精致。功能也是好用的。等于6个插座了。体积又小。不占地方。,5
69,一直支持小米，从小米手机，小米手环2到现在的小米插线板，信赖小米，信赖京东自营店！从外观来看小米插线板小巧精致，仅仅只有铅笔盒大小，插头也比其他产品小很多，而且还有过载保护和极速断电，再也不用怕插线板烧坏了！线也够长足有1.8米！很方便！还有3个usb口支持5V-2.1A再也不用担心充电头不够用了！,5
70,"京东一如既往地快，很迷你，不占地方，1m的线比我想象的短，但却是我这刚好够用的长度，一点都不浪费，好评。
外观上，白色简约，按键小巧，插孔有防尘，很精致；插孔的间距合理，不至于插了以后很挤",5
71,比想象中的要好很多，包装也很好看，插座也是非常好看，做工也很好，有了这插座晚上上班就方便很多了，把时间定好，晚上起床前就自动开关灯，非常方便，还有功率检测，这下知道什么电器耗电了，还有电量统计，总之这款非常不错，有活动再买几个，把别的电器都改智能的，,5
72,小米做的东西外观都给人一种简洁大方，插线板已经回购好多次了，用起来安全很适合家里有宝宝的，又能直接给手机充电，价格还可以，东西的包装很干净也很严实，就物流而言，物流确实很给力，增加了消费者购物的体验感，好评。,5
73,一直很信任小米的产品，以前的手机和平板，手环都是用小米的。拖线板能满足我的需求，蓝牙耳机充电，蓝牙音箱充电，配套的都是USB接口充电线，每次找个充电头很不方便，遇到手机也要充电的话就很尴尬了。这下好了米家这款有六个插头，三个USB接口。手机充电，笔记本充电，台灯插头，蓝牙耳机、音箱充电，小夜灯都可以满足了。,5
74,支持小米mi！！不错不错！物流很快，1天就到了！~物流很快！信仰充值成功！3个usb输出，而且支持2．0A输出，最大功率2x5＋1X5＝15W，充电速率很快，可以不用充电头了！而且外观很棒！完全符合我的审美，很好看的白色！小米真的越做越好了！期待小米能做更好的产品！支持！,5
75,黑色，够酷够炫，打破传统，打破常规，家人一看就喜欢，大赞。三个USB 插口，充电可以直接用，特别赞！几个插口可以同时用，再也不需要拔掉在用的充电了。推荐购买！推荐购买！,5
76,家里全部都是小米插线板，看看这线很粗，安全，价格便宜，现在又可以快速充电，满意。京东物流一如既往的流弊，昨晚11点多下单，第二天上午送到。目前只有京东物流送到打电话请收货，其他的都是渣。,5
77,小米插线板，不可思议，做工精美手感舒适，像个工艺品，功能强进，可连接路由器和手机，实现遥控开关，延时预约计量等诸多功能，非常强大，已经安装好了，手机app安装也十分简单，还没开始使用，日后再评！,5
78,小米的产品确实做工精细，小米生态链出品，插线板属于MINI的，很巧很可爱，线很粗，比公牛的都粗，拿在手上感觉很有份量，说明用料好，用起来放心哈，电源开关也小心的，灯光有点偏暗，还好我视力很好，用起来也没有任何障碍哈，可能设计师的理念是暗一点有情调，三个USB接口非常给力，试用了一下，苹果手机10分钟可以充15%的电，相当给力了，京东物流速度很快，自提点的大哥很帅，服务态度很好，点赞,5
79,很耐用，很漂亮，很精致，品质感很好，而且还配有USB插口，充电特别方便。,5
80,线够长，质量优秀！防中电做的非常好！白色不过挺耐脏，不用经常打理，小米家的产品还是非常信任的,5
81,使用了一段时间再做评价的。做工精细，简洁轻巧、小巧美观，安装简单，性价比高，插头端口多样性，非常方便实用，手机、iPad等电子产品充电时再也不用抢着用了。,5
82,非常不错 插进去 拔出来 尺寸正好 还很紧 对 相当紧 插进去好几次都还不松 估计用很久都还行 比上次的明显好 不是二手 没有全部插进去 试了几个洞 赞小米,5
83,同时推荐买小米插座，带USB口的既可以用数据线直充，还可以带座插口，虽然我用的是小米无线充，但是也很好用，给家里也带了两个，值得推荐,5
84,宝贝很满意，小米做工还是比较良心的，颜值高，质量也很好，一直在忙忘记评论了，sor。ps：底部有可以挂在墙上的，只是我没有挂,5
85,质量很不错，看上去很高档！雷总确实良心商人，直接拉高了行业水平，降低了产品价格！滋磁雷总！Are you OK?,5
86,简约，美观，时尚。精致。安全，品质，保障。快递很快，U爱死B接口做工非常精细。,5
87,小米的东西是真的好用啊，方便实惠，这个插线板很小，不占地，但麻雀虽小，五脏俱全，功能特别强大，保护充电器，还有插线板微微发热属正常现象，不用在意，总之，一个字：棒！（ps：图为插线板和一卷卫生纸的大小）,5
88,这个插座，插销插进去很费劲，不过USB接口确实非常有用，节省空间！我其他的插座都是分控的4个，手机，pad，台灯，就不够用了。这个3+3=6，觉得也挺合适，让我多买的充电插头都没有用武之地了。。。,5
89,接口排列紧凑，间隙正好，双动保护门：六位国标组合电源插孔，每一位插孔均能适用国标三扁插头、国标两扁插头、德标4.8mm直径两圆插头，插孔有防尘设计，新的电源开关更精致、安全，整体做工很不错！白色插线板更耐看，指示灯够亮，比公牛精致多了！,5
90,还可以，家里买了好几个了，用着比较方便，也很小巧，白色的也很好看，放哪儿都行，主要是小巧耐用，我觉得就可以了，USB口三个总功率小了点儿，嗯，还可以,5
91,&hellip;小米的插线座&hellip;感觉小米什么产品都做呢，这个插线板很厚实，主要是看中了上面带有usb接口了，很方便可以链接许多数码设备。,5
92,最爱小米，手机，电视，现在连插排都用上小米的了。小米产品，一用就上瘾，中毒，接下来说说插排，本人很喜欢黑色，黑色的巨好看，插得时候有点紧，毕竟第一次嘛，紧了也好，不容易掉，喜欢喜欢喜欢，重要的事情说三遍,5
93,插排很好用！整体质感，形象我都很喜欢！看着我就喜欢！用还蛮好用的！而且可以直接不用插头充电，虽然我插头很多，但是有usb口我还是很喜欢的！赞(/≧▽≦/),5
94,挺好用的，放在实验室，给手机和平板充电很方便。 有那种usb小灯、小风扇也可以直接插上去，很舒服。 只是有点担心白色的不耐脏，侧面的保护膜我还没揭,5
95,小米插排，质量、做工精致、高档感、艺术美感强！多重安全设计，用得安心，最怕短路或者伤害我的电脑等电器。 充电口，提供的电源大小，使用时候要选适合的电子产品。 我家里有的插头变异的大，导致一个插口被挤占、无法使用，遗憾。希望小米出8孔位的插排！,5
96,非常不错，重量比想象的重，应该是货真价实，用料好的缘故吧，以后旅行就带它了。不错不错！,5
97,是非常不错，是磨砂材质的^&omega;^，美观，充电相当的快，可以同时充三个设备，而且不要用快充头非常的方便,5
98,这小米智能电插板真好，质量很好，很美观，功能多，有三个USB插口，很实用，特方便，特省钱。给力。点赞小米！点赞京东！点赞##！点赞商家！点赞物流。好评！特别的好评！,5
99,黑色和白色都有了，黑白无常。白色手感细腻，黑色磨砂手感。插孔有安全挡板，比较紧，可以防止小孩乱弄，usb充电插口很方便。,5
100,优点:颜值高，质量感觉挺好的，线特别粗，有防触电装置，有脚垫，有u**插口，有开关，和开关指示灯插排很好用，喜欢小米的东西，再配合小米单插座，就更好控制了，一个总开关，一个分管开关，搭配小米网关和小爱音响等各个智能组件，打造智能家居，非常不错~,5
101,收藏了小米插板在购物车好久了，一直犹豫着要黑色还是白色，两个都喜欢，刚好有活动，到手价才三十多，实用，安全，五星好评，不错。,5
102,很好用，而且包装非常严谨，一看就很上档次，拿回家立马开始用，好方便啊，准备大规模换这种排插，因为有充电接口，方便手机充电，找根线就可以充了。使用一段时间看看，如果质量过关，就立马全线换。,5
103,非常好，是我想要的效果，用电脑特别的方便，晚上充电也很方便，省的大家都来找头,5
104,非常好，之前台式机用的小米3孔，质量非常好，漏电短路保护，入台机后孔不够用了，还是信赖小米，5孔的剩一个孔充电，非常不错，好评！,5
105,小米的排插还是可以的，做工很赞，全身看不到一个螺丝钉，做工甩某牛一条街，X牛同价位的质量做工用料都没这款好，而且款式又丑，基本都是N年前的造型。图三是之前买的（带3个USB接口），跟这款有点不同，但质量也是杠杠滴，用起来很有安全感，排插都是放枕头旁边，哈哈?,5
106,简洁、漂亮、美观、大方。使用体验很好，性价比高，推荐购买，目测线长有1.7米左右，个人感觉两米更加实用一些。当然了，综合体验很不错。在培训，电脑马上没电，解了燃眉之急。哈哈，京东物流真心不错。,5
107,小米的这类电器还是很靠谱的，买着也很放心。颜值很高，很纤细，不占地方。有usb很方便。线长度1.8m，放办公桌上面，接到地上的插线板很够用。,5
108,非常地好用，而且又美观，自从买了小米插线板之后，手机充电器我都不知道扔去哪了，哈哈哈,5
109,觉得这款比某牛的好，插头是通用的，某牛的还得自己换，太不方便了，这款还带有USB充电，比较实用,5
110,不得不说，这个插线板很好，带有三个USB接口，不用占插口的位置，可以腾出来给其它电器用，充电数据也不错，很快就能充满，主要的是颜值高、这个要承认，哈哈,5
111,小米插线板儿用的特别好，家里一个，公司一个。已经推荐给其他人购买了，特别棒。颜值也高，用得舒服。,5
112,今天是用的第二天，摸起来手感很好，比较沉，很有安全感。手机，台灯，笔记本，充电的设备比较多，五个插孔的能够用的比较从容。,5
113,这个小米插线板，做工很精美，很有艺术品的感觉，体积很小，不占地方，设计的三个多用插座带有保护盖，附带3个Usb，充手机、ipad，很方便，最大输出15w，2A快充，我很满意，买对了,5
114,非常好！！！满意！！！！主要是插头数量多，还有三个USB线接口，手机充电方便！！！好评！！！！,5
115,很棒，昨天收到就把办公室的光锚、路由和电话机、传真机、扫描伙等统一集中到一起，办公室的插线板一下子由零乱变得整齐了很多，颜值提升了不少，办公心情更舒畅了！,5
116,第二次买了，小米的产品设计很惊艳，性价比高。只是开关按钮感觉松松垮垮，尤其打到关的位置，按钮非常松，前后买的两个都是这样。鸡蛋里挑骨头，为了让小米更好！,5
117,"1.材料，耐温高，2.保护门,保护儿童，3.过载保护，电流超载是，保护器会自动切断电流，5.防雷，我自己用的是德国西门子的插线板，安全性能很好，外壳采用全PC阻燃材料，不易破碎，在品牌里性价比是很不错的。",5
118,太合适了，买一个插座，还有三个充电头单买一个头就要30块钱。高端大气上档次！选很粗用着放心，不错，准备再买一个五米长的。,5
119,外观简洁，秀外慧中，简单实用，还能远程控制，再也不用担心家里的用电器出险情了，睡觉前将电水壶插好，手机控制好预约时间，在你清晨起床时一壶清理体内垃圾毒素的温开水已经呈现在你身边，真的非常方便!还能记录用电量，细致入微啊！,5
120,包装很完美，精致简洁大方，实用性挺强，现在智能的东西多了，多几个充电孔没什么坏处，还没使用，先给个好评,5
121,很不错！外表真的是没得说，满分。电源插口都做了安全保护措施，好评！最重要的是有3个支持快充的usb口！！！充电速度很快。总之，是个很好的产品。,5
122,不错，手感很好，放在床头经常会碰，安全做的也很不错，需要很使劲才能完美插进去，防水肯定非常不错，就是电源开关感觉有点松，其他地方都不错。,5
123,包装中规中矩，放的很满当。线端插头真的比一般的小，我见过最小的了，可以防止和其他插头挤在一起。线也挺粗，整体质感也很好。就是那个防触电的插孔，很紧很紧。开关设计也不错，开启比较容易，关闭没那么随意，可以防止误碰断电。反正小米的东西线上线下都一个价，喜欢就可以了，使用没问题。,5
124,已经是第二次买了个插座了，体验非常好，手感摸上去很舒服，而且还有防漏电的功能，嗯，小孩摸不进去，值得拥有,5
125,第二次购买了，现在一个插线不够用，挺不错的，可以解放充电器了，为手机，平板充电毫无压力，非常好，好评,5
126,"不错的 总结下。Usb插孔很紧凑，插拔很舒服，充电速度也很不错
另外那个220v插孔很紧，特别是两孔的插口，得用点力，线很粗，开关手感一般。总的来说物美价廉，十分满意",5
127,以前买过小米插排，质量确实不错，线很粗，做工好，很好用，三个usb口省下来三个充电器，品质值得信赖，性价比高。这个还没拆开用，应该没问题,5
128,小米排插用过几个还不错，做工精美，简洁大方，设计的很好看，使用也方便，开关灵敏，手机充电方便，符合国家标准，安全放心。,5
129,这款小米电线板插座做工不错，设计简单，使用起来很方便，预定这款插座快递公司送货速度快，挺好的一款小米电线板插座!,5
130,外观简单大方，独立的U口，非常方便。京东物流还快，还比官网省了运费。还是安全插口。,5
131,插座用了很久，特别智能。能够远程控制，这是最大的亮点。也是非常吸引眼球的。配合米家App客户端，也有更多的实用功能和玩法。总而言之，这款米家智能插线板，外观漂亮，高大上，特别的简约风。推荐米粉购买哦～,5
132,京东快递快得离谱！插排质量很好，美观！今天买今天到！刚好鱼缸欠一个插排孔位，这个插排刚好五个孔位！适合用了,5
133,一口气买了两个，办公室和家里各一个，尤其是办公室，内外网电脑、打印机、扫描仪、无线路由器，排插上插得满满的，手机插头都没地儿插了，小米插座很小巧，不占地方，手机充电很方便。,5
134,这是我的出差神器，包里常备，因为经常出差，上面的U-S-B插口很方便，给手机充电、给充电宝充电，还不用带插头，so方便。,5
135,非常好 很实用 电子时代 usb简直是必备 小米这款设计非常好 而且黑色和其他的线在一起很搭 还禁脏 挺喜欢的 发货快 第二天就用上了 各种满意 以后还会继续选购,5
136,"非常 漂亮 完美的 插线板！完全可以摆在桌面上 观赏。
品质方面很好，未拆封的新品（公牛和小米同时下单的，可是公牛居然是被拆封了 二手的）
USB插口如果支持 QC 2.0 3.0 快充协议就更好了
毕竟5V 2.1A 实在是有点慢了&hellip;&hellip;

小米家 的 无线路由器 HD
小米家 的 WiFi放大器
小米家 的 4G无线路由器
小米家 的 蓝牙小钢炮
小米家 的 Yeelight床头灯
小米家 的 8H护颈乳胶枕
小米家 的 快充移动电源
小米家 的 扫地机器人
小米家 的 &hellip;&hellip;",5
137,质量好！囤货！我是京东的老顾客了。平时所有能在京东购买的东西都会在京东买！因为物流很快1天到，很方便。质量也有保证。只买自营的。,5
138,真的不错，这样省去老多充电头，挺方便的，做工也很好，真的很棒,5
139,和图片中的一样，不过产品保护细节做的非常好，插口处也套上了保护套，使用感觉不错很好,5
140,小巧，秀气，精致，经典白，我的最爱，多功能插座，很实用，用起来很顺心，小米的产品质量可靠，我喜欢。,5
141,对于小米这款插线板，个人非常满意，因为数码产品很多，需要充电的时候就非常纠结，这款的好处是有正常的插座孔，还有3个US_B孔，所以连充电插头都省掉了，也不会挤在一起，一共买了3个，出门旅游就随身带一个，非常方便,5
142,插线板简洁好看，也便宜，usb插口很方便，送货也快，很满意,5
143,第二次买了，质量很好，接口齐全，实用，小米性价比高！京东速度一流！,5
144,用了一段时间才评价的，真的很不错，买了一个以后又再买了一个，再也不担心没插头了，黑色很耐脏，总之很满意，物流也很快,5
145,家里原来有小米最早白色的，因为需要又买的黑色的，很原来比，线比原来粗，插头上没有米的标志，据说usb充电好像比开始简配了。,5
146,接线板放在阳台的休闲区，手机没电直接USB边充好电边看边喝茶，很赞。两排插孔设计也还合理，开关触点也很轻盈，小米东西还是不错的。,5
147,非常方便，不用手机充电头了。电流更稳定。米家智能电器，总有一款适合你,5
148,拿到手后，就挨个的功能都试用了一下，非常好用。功能齐全，还有就是使用的电器如果功率大了，它就直接断开，起到了断电保护的作用。非常安全。,5
149,实物和图片符合，外观很惊艳，超出了我的想象，原来即使一个不起眼的插排也可以做的如此美观。整体很小巧秀气，电源主线也超出了我的想象，主流水准到很柔软，这个超赞。还有有自带三个USB充电口，真心实用。至于大功率，可以承受10A的电流，完全不用担心一般的电器。整体来说做工很扎实，物美价廉。,5
150,嗯，米粉，没办法，太爱了，颜值高，体验过，功能强大，一下买了两个，又不会过度包装，环保，真的很不错，家里全是小米的东西。哈哈哈。。。。。,5
151,外型美观大方，设计简约而不简单，材料有质感。插孔较紧，与同等大小的其他品牌接线板相比，所用的线明显要粗一些，给人一种很放心的感觉。总体而言非常不错！,5
152,用了一个多月才来评价。总体很满意，外形很酷，电压也很稳，做工精致，很小巧，希望可以用久一点。插排这种东西，一定要买品牌，安全有保障。京东自营，正品保证！,5
153,买来放在办公室用的，非常合适，手机充电，电脑电源正正好好。小米的性价比也很高，非常合适。颜值就不多评价了，小米一贯的样式，简单干净。没有设计也会去最好的设计 喜欢,5
154,插线板不错?特别方便！之前买的好多电子产品没有配充电头，现在有了几个USB口，超级无敌好！以后的米3手环就可以方便充电,5
155,很好的插座，平时可以看看，养养心。。。。很不错，很好。可以的。下次还来。开关有点撇，性价比很高了。,5
156,小米的风格延续每一种产品，简单，整洁，大方，放在屋里任何地方都不会突兀。儿童仿触电的设计，老公还专门用筷子倒倒试试，倒不开，插销确能很轻松的插进去，很实用。一下子买了两个，收拾之后显得很简洁，以后会继续支持小米！京东物流也很快！,5
157,使用后，觉得不错，外观也漂亮，做工精致，可用来给手机直接充电，很方便。,5
158,小米排插第一次用，感觉非常满意，特别是安全功能很好，不会误触电，插座也紧很牢固，孔位间距足够，不怕同时插两三孔会打架，U充电孔真的很方便实用，以后还会光顾的。,5
