,content,score
37,买了两套，之前看朋友买的，感觉特别合适，最新款，安全系数更好！款式也好看，而且是套装，价格也不贵，正好买一套还需要交运费，所以我就直接买了两套，这么好的电源线用着也放心?值得拥有！！！,5
38,不错，很大一个插线板，可以分控。家里路由器，电视电源还有机顶盒等可以分开控制，节约用电。非常不错！公牛安全可靠，质量有保证！,5
39,"宝贝很好看，质量很好，料不错，物流也很快。不错值
很不错，穿起来很舒服。颜色也好看，很喜欢，不错的满分。
料不错款式简单好看，有需要的朋友赶紧下手吧，很好的
宝贝和图片上的一样，质量很好，非常合适，总体满意
大小正好，颜色很正，是我喜欢的类型，穿起来很耀眼哦",5
40,这个六位的公牛排插很好用，有独立的开关，方便各种电器不同的需要，美观大方，老公和家公都很满意，强烈推荐！,5
41,在厨房电器多的场景下非常实用，手感舒适，插入插头十分顺滑。价廉物美。,5
42,很好，非常满意，用在厨下设备使用，正好两个插孔够用。因为不带线需要自己接线，所以只有背部上头十字螺钉可以拧开。不用担心，下面插座部位的螺钉是特制的，不让拧开的，确保安全。做工材料非常放心，升级pp材质，手感很好公牛大品牌就是放心。,5
43,货物收到很满意，包装也很专业，收到产品外包装没有任何变形，产品也很简约，质量很不错， 一直都喜欢这个牌子，性价比很高，比实体店划算。长度刚好合适，线很粗实，从包装到插座都是给人高大上的感觉，质量杠杠的。从安全考虑颉利，就得用公牛插座。安全不会偷工减料!，是正品，物流超快，卖家服务也很好，公牛插座就是安全，质量确实不错，做工比很多牌子厚道，插口够用，还有儿童锁，很贴心！分开控制就是好，再也不用拔插头，拿在手里分量十足，实物跟照片一样，我们家一直用的都是这个牌子，值得信赖，白色颜值高又简约，没有色差问题，麻雀虽小 五脏俱全。安全放心。非常整洁好用，下次需要还会再来光顾的。,5
44,这速度杠杠的，好像厂家就在我家楼下。昨晚8:00多下单，今天上午9:30就到了。拿出来一看，嗯挺好！挨个试试，嗯不错！美观大方实用，首选信任公牛，但愿质量也杠杠滴！,5
45,今天刚收到，双十一下单，第二到手，物流棒棒棒！全新未拆封，很好，公牛的品质值得信赖！双十一的价格还可以，加上优惠，红包，还能白条分期，超合适！好评点赞！,5
46,真的得点赞，插排质量非常好，很结实，颜色也是很漂亮，清新，感觉比其他大牌子的质量都好，棒棒,5
47,物流超级快，拿起来质感也比较好，重要的是安全性有保障，做工非常完美，包装也很不错，还有防伪标志，满分好评,5
48,京东的优势就是，昨晚下单，今天就收到了，主要是京东的东西都很不错不用怀疑，公牛牌更不用说了，棒棒的！！白色很高大上哦！一收到就用上了，用电的东西还是用好一点的吧，贵一点都无所谓！用的放心最重要！,5
49,客服耐心细致，物流速度超快！做工精细，手感非常好，初试效果非常好！,5
50,公牛的插排还是不错的，现在家里以及办公室，全部用的公牛，安全，省心，质量也非常好，用5年的也没有问题～,5
51,颜色大方，好看，实用，一直用公牛插座，质量很好，大插座暂时收起来了，用的小的，放在孩子书桌边上，小巧，简单,5
52,非常好，独立开关控制，这样晚上就能把路由器留着其他全关掉了。本身形状也非常好看，白白的,5
53,物流很快，晚上下单第二天中午就到了，我买的是电热水器用的，即插即用型的很方便，热水器买16A的就可以了，用了感觉安全多了。,5
54,东西很好，质量刚刚的，还有保护片，防止小孩不小心插东西过去。,5
55,买的一套，还是很划算的，非常好，质量可靠，但线长度太短的，自己更换了一下，重新焊接时发现插排做工非常扎实，用料足（看图3），可以安心使用了。,5
56,插座包装完好，实物与图片符合，细节部分很好。插头部分有保护套，插孔也全部有保护门，插头之间的间距增大了，更加的实际，减少不用的插孔也被占用的问题。外观也挺好。,5
57,线好粗，插头好大，看着就是好正规的感觉。。。独立开关控制，还有开关提醒灯，质量，安全，人性化，实用性，都考虑到了。公牛做的开关插座真的很良心！,5
58,资料非常好呀，公牛靠的住，果然是排插的品牌，大品牌，然后手上的质感就不太一样，嗯是重量挺重的，很结实的感觉，然后做工什么的人看上去都特别好，嗯，这个盘操的组合也比较合适，嗯，目前使用是非常号的。,5
59,"送货快，昨天下单，今天上午就到货了。
很漂亮，一贯的公牛品质，非常好。
插座间距离够，使用方便。线也够粗。
没异味，结实，安全，可靠。",5
60,公牛的插座，用料好，设计合理，做工好，价格适中，好用，耐用，省心，用很长时间，不显旧，抽插力还是很好，不紧也不松，大品牌还是有一套的。,5
61,这个插线板真的非常非常好用，公牛的插线板质量有保证，居家办公都很适合，尤其适合插功率比较大的电器，非常的放心安全。,5
62,家里插座基本都是公牛的，品质值得信赖，而且京东价格比超市便宜很多，样式也多。现在家中电子产品多，火灾隐患大，插座这种东西必须买个好的。有些钱不能省的,5
63,插孔间距大，充电器之类的用起来就方便了，各个插孔单独控制开关，随用随开，很方便。电源线是加粗的1mm2，使用更安全。这电线用两条细丝捆绑，不知是什么意思。。。,5
64,外观简洁大方，用料做工不错，使用后桌面整洁了很多，效果如图所示。可以linksys的头太过巨大，还是会影响它两侧的插位。能有这种效果，已经非常满意了,5
65,组合一大一小，防触电的插口，很给力，公牛插排相当不错，新款颜值也高,5
66,很满意的一次购物，一直很想信京东自营的品质和质量，总而言之，挺满意的一次购物。纯白色的颜值很好，很满意，插口多，就是有时候有电流的声音，应该没错。好评,5
67,"质量看上去挺精致的，还没用，囤货中。
京东超市服务态度特别好，主要是方便，当日达。",5
68,这是其中一个小的排插，放在床头了，大的放在客厅用了，红牛的质量还是很靠谱的，线长也比较合适。,5
69,真的很棒，插孔多，非常方便同时有多组插头使用。有过载保护装置，功能和包装纸上讲的一模一样，pp材质，内部铜片够大够厚，大牌子，用料就是不一样!一下子秒杀了两个，超值&hellip;,5
70,非常好用的插排，放沙发肘上用，一点都不占地方，随时随地玩手机。,5
71,相信大品牌，才买的这个漏电保护插座，自己把原来的插座线剪断后就接好了，很简单，希望能起到保护作用。,5
72,线很长，不绊脚，六个分控，省电又安全，纯白颜色超薄机身，漂亮！,5
73,拿到手看着质量就很好，分控就是方便，充电器也不用老是拔下来，直接单个电源关掉就可以了，而且每个插座里面有挡块，防止小孩把手指插进去，很好,5
74,很实用的一对插座，孔多的可以多插电器，插了三个手机充电器加一台电脑插头。孔少的的也可以插四个插头，插头间隙相对大，不会插不下。纯白，颜值高。打白条还省了几块钱，才四十四，比超市便宜太多了。,5
75,"公牛（BULL） 新国标分控插座/插线板/插排/排插/接线板/拖线板 GN-B2063 6位分控全长1.8米 独立开关，收到的时候包装完整，打开后让我惊喜的是，质量非常好，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，配送服务态度很好，运送速度很快，很满意的一次购物。全新包装，价格实惠，质量非常好，已经购买多次。值得推荐！",5
76,宝贝挺好哒！跟想象中的一样好～快递也很给力！以前买东西不喜欢评论，觉得太麻烦。但是我现在决定以后都评价，既能反应东西的真实好坏，给后来的消费者一些参考，也能赚积分，简直一举两得！,5
77,家中的接线板都是用的公牛的，质量很好，很安全，在京东上购买，是很好的选择，这次买的套装，很合适，很实用，大个的放在电视柜上，电视，游戏机，路由器，调制解调器还有备用的，等等的，虽然用电量平时不大，但需要接口较多，这个是个不错的选择，小个的备用，这款产品很合适，很实用，严重推荐！！,5
78,用的还不错，质量也好，工作细致，非常非常的棒，100分，快递小哥也很给力，昨天买的，今天就到了，我给快递小哥100个赞，真棒，不错^&omega;^质量杠杠的，是正品，自营店的，非常非常棒，建议大家也选这款。,5
79,挺好用的，材质看着不错，六分位使用方便，线也长3米，整体质量不错的。很喜欢，配合魔方插座使用更是方便，很好。,5
80,基本上每个 星期都会光顾，统一评论，购物实在是太方便了根本停不下来从此后 买 生活用品第一个想到现在的就是京东，都是正 品，一 开 始 还 担心，都习惯了，真心不错的，现在还要多多给优惠呦，下次 还 会 再 来 的，,5
81,京东送货真快，目测是正品，拿着很沉手，安全门很好，不用担心小孩手指扣进插孔，六位分控，家里几部手机同时充电没问题，不用的可以分控开关，免除了频繁插拔烦恼，很满意的产品，值得信赖。,5
82,用了一段时间才来评价，公牛插排是超越其他国际品牌的民族品牌，产品还是很不错，支持，新国标，很好用,5
83,很漂亮的一个排插，白色很养眼，状态灯也很精致，公牛的品质也不用说，拿回来就装上了。分控很实用，不过有几个设备不能断电，就用插头给盖上了，免得老年人搞错了,5
84,插座买来就装上用了，一个放电视柜，另一个放书房，都很好地满足了要求。因为都放在收纳盒里，拍照不便，就盗用一下商品宣传图了。好评。,5
85,真的是颜值很高的一款插座了，非常好看，性价比也很高。用起来也很方便，有独立的开关。挂起来都不占位置的，哈哈，好用好用,5
86,公牛开关质量就是好，看着质量就非常非常的满意，现在京东的物流，昨天下的单今天一早就送到了，非常感谢快递小哥的速度！,5
87,我感觉大馒头很好啊，我用的是创新E5直接连接的笔记本，用上后你就会发现大馒头一点都不闷。对于我这样的小白来说，非常非常适合我，玩吃鸡的时候一开特效**真的*炸天,5
88,昨天下单今天早上就到了，由于刚买的笔记本还没买电脑桌，就将就用着了，线很粗，插排也很好看。,5
89,这么久才发上个评价都用上好久了，质量不错的，我喜欢这种自己接的插排，还可以用以前的电线，设计的，非常合理，京东的价格又比较便宜，超市至少是这里的一倍以上啊。,5
90,东西是全新正品，质量达标，国标孔位，安全保护门，独立分控，一体铜片，线径粗，用料考究扎实，做工从不马虎，不虚标不做假，大厂品牌，安全可靠，大京东服务周到，送货迅速，态度非常友好,5
91,这一款公牛（BULL）GN-B3440+GN-B3220 插座/插线板/插排/排插/接线板/拖线板 8位+4位 1.8米组合套装，非常不错，功率也挺大，用起来也很安全。,5
92,挺好的。每一个独立控制，非常方便，不用拔来拔去，而且也有防止小朋友去抠的隐患，白色的颜值也很高。家里的插板全是公牛，信赖！,5
93,公牛插座，大品牌，质量很好，今天收到的，打开看了下，手感不错，只有插下去保护门才会打开，避免了小孩子触电，这个设计不错，指示灯明显，线是很粗的,5
94,公牛的特别好， 现在还有很多模仿公牛的有一次我买到假的， 拿回去插上直接给烧坏了从那以后我就不敢用杂牌只相信我公牛特别牛,5
95,买来了，拆开嘛，样子很美观，比同学的插板好看，不愧是公牛正品，我充电试了，很稳，像我家里不是公牛的插板一插，那可谓:火花带闪电?！?喜爱京东产品，以后看看能不能追评吧，溜啦溜啦,5
96,送得飞快，包装非常妥当，品质尚佳，用料质感十足，无任何异味，做工精致，严谨。功能完美，大小合适黄金比例，很棒的东东。值得购。为国货加油！,5
97,颜值非常高的插线板，家里用插电板总发热觉得不安全，就买了这款插板，希望耐用又安全。,5
98,非常好非常好。包装好。物流好。快递小哥好。八个插口。还加多一个排插。都够用了。都多出来一个。太棒了。下午开，第二天上午就收到，太快了。线也非常粗。一看就是正品耐用。,5
99,送货很快，师傅很好的！很满意公牛排插的品质，按钮键按下手感很好，整个拿在手上有分量。独立开关，方便控制每个电器的使用，插口之间的间隔合理，不会太拥挤，一下买了好几个，满意！,5
100,大公牛的插座杠杠的！晚上不到*点下单，第二天上午11点多就到了，京东物流，自营商品的品质，佩服！我刚花了*元！推荐给大家，1.8米的线！,5
101,不错。有保护门，功率控制。对家有小孩的的比较有保护作用。每个插孔单独设置开关，独立控制，非常实用，不需要经常拔插插座，省了不少心！,5
102,说实在的我在宝贝没到手之前真的没什么概念！现在真的让我惊讶物超所值啊！3米长的线足够拉很远，每一个开关都是独立的很安全！物流是杠杠的！快递哥服务也是很给力！???,5
103,质量很好！手感摸着也不错！线很长，放在厨房很合适，每个都是单独的开关，用着也安心点！喜欢给5星好评！,5
104,看到活动价52.8入手。家里面三孔插座不够，这个很好解决了。公牛品质还是可以信赖的，线缆厚实，插孔挺容易插入的。活动价性价比挺高的，物流快，很不错，用上了。,5
105,一口气买了800多元的插座，办公、家里都可以用。这个分控的，放在家里，小厨电非常实用，可不用频繁拨插头，长期插碰上只关开头就可以，安全方便 。之前家里用的还是杂牌，但也用了多年，这次活动就一口气买了品牌的，更安心一点。,5
106,这个插排不错，快递也很快，好评一个，以后需要还会买的。,5
107,独立开关，很安全，一直从京东买东西，从来没有失望过，不像某品会，把商品价格抬上去，做活动，价格还是虚高，误导消费者，还是支持京东,5
108,公牛毕竟是公牛，插座非常顺畅，而且设计合理，宽度也不错，有图为证。对了，纯色的，纯白色的，颜值高，简直百搭。,5
109,上一周就看好了，等秒杀价买的，很合适，设计也简洁大方，没有死角，公牛品质值得信赖。,5
110,公牛（BULL）GN-B3440+GN-B3220 插座/插线板/插排/排插/接线板/拖线板 8位+4位 1.8米组合套装，设计得很漂亮，做工看着也扎实。,5
111,公牛好得很，质量很不错，非常满意的购物，在京东买东西很久了，各方面都太满意了。以后还是回来买的,5
112,四位四控插座根本不用拔插头，按钮控制电源接通灵活方便感觉超棒，节约用电很环保公牛质量没的说。再加购一个电线收纳盒，把插排放进去能把各种充电器捆扎进去，能把桌子收拾得整整齐齐。,5
113,公牛不愧名牌称号，简约风格，做功精细，独立开关，使用方便，质量放心。京东物流很快，很满意的一次购物经历。,5
114,这个插排真的好用，每个插孔都有一个控制开关，真的不错，特别方便，实用，颜值还挺高的，白白净净,5
115,插座非常好，买了之后是一大一小，正好桌上放一个床上放一个，公牛的插座，采用了新国标，他的这个做工非常的好，造型也比较的简洁大方，非常的喜欢,5
116,筏钓的钓竿和筏轮质量不错，三种尺寸适合各种场地，前尖钛合金非常好！筏轮自带控锁，使用方便，赠品钓竿一个，非常满意。开春再战！,5
117,很好，安全很多，剪电线接上，杠杠的，插头也不发热，安全得很，以后洗澡不用关电了！爽歪歪,5
118,以前那个插线板用了好几年了，插头插上去都不太稳，所以特地买新的。选来选去，还是觉得公牛比较靠谱，老品牌，看了拆机的图片也觉得很可靠。白色一体设计，很时尚，也很简约。希望能用久一点。,5
119,公牛老牌子了，一直很喜欢，特别是这个两头圆角的设计，很圆润，很讨喜。每个独立开关，要用哪个电器直接开哪个，很方便，不用来回插拔。京东快递的速度真的无与伦比。很赞！,5
120,物美价廉，两个三米插座，很实惠。各个用处，真是太棒了，喜欢这个质感，最爱的品牌，只是，防电涌的买不起，,5
121,很好的插座 公牛好品质 连了nas 路由 电视机几个电器 还是很稳定。买了俩 一个带分立的开关 还是很实用的,5
122,包装精致，硬壳纸，不会被挤压，插座洁白，插孔好，好用，安全，美观大方，价廉物美。要用的朋友不要错过,5
123,商品正宗，与产品描述相符，大品牌值得信赖。打开包装第一眼感觉个头挺大挺长的，得找个合适的空间放置。拿起来很沉用料厚实，造型大气，做工精致。主要是设计合理，新国标防雷击更安全，孔遮挡防误插入孔内。六个插孔独立开关供电，轻轻一点，供电自如，妈妈再也不用担心我需要重复插拔插头了。这个插板真的物有所值。,5
124,特别好用，单独关闭电视还有盒子～省电～方便快捷！哈哈！大爱哟。。。。。。。。。。,5
125,新款公牛插座配色简洁，看上去很清爽，插座金属片的质量很好，插头连接牢固，建议各位一定按期更新插座，安全不能马虎糊弄,5
126,做工精细，拿在手里感觉很结实，我觉得挺好的，快递很快,5
127,"京东一如既往的让人放心又满意，物流速度，配送服务，还是客服服务都让人非常满意，商品质量也很好，没有问题，加油加油加油。
像你以森林演奏，请也以我为琴，
哪怕我的叶片也像森林的一样凋谢！
你那非凡和谐的慷慨激越之情，
像你以火山炙热，请也以晷为炉！&nbsp;",5
128,非常好，特别在设计方面，以前两个插头都不能同时使用。现在设计上改进很大，不再是反人类的设计了。哈哈。另外，公牛是个大品牌。相信公牛，相信京东。好评!~,5
129,货很好，公牛就是让人放心!有防儿童触及的保护，快递哥定货的次日一早就送到了，十分滿意，下次需要还会在京东买,5
130,外形很美观，京东快递很快，今天拍，隔天到，拿到手就马上试用下，不错，一切正常，52元买的，关注有些天，总是不降价，不过也值了，安全最重要，公牛还是值得信赖的，家里的全部插座都是买公牛的，质量杠杠的，值得入手,5
131,套装插线板，用在需要多个电源，有总控和单控，双相和三相。平板设计，高端大气上档次！价格给力，值得拥有！,5
132,包装精美。一次性买了三个，全部试用了，风分控的特别方便。两米以内的三米的都购买了.再也不怕插座不够用，不够长了。是正品的，质量很好，一分钱一分货，赶上活动，省了一些。,5
133,红牛的插线板，一直以来给我的影像就是结实耐用，这次买的是普通插线板，之前购买过防电涌的版本，这个性价比很高，而且又是国产所以更加支持了，我用了那么多公牛插线板，没有那个插孔松动的情况出现，插班一定要杜绝伪劣的不然容易发生安全事故。,5
134,宝贝收到了，质量确实不错，颜色也很好。简单方便，很好用。快递也给力，第二天就到货了，很好，不错，喜欢的亲们可以下手了，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5
135,不错，大品牌。包装很高大上，用公牛很放心，毕竟是电，安全第一，做工精细，用料也好没有异味，很开心的一次购物！,5
136,清爽的白色，做工精细，手感好～4-5-6控位的各买一个，单独开关，互不干扰使用，节电、安全，免去插拔烦恼，使用很便利～,5
137,特别好，完美！下次还会光临！而且物流还特别快！昨天买的，今天上午就到了，想买的亲，可以优先考虑啊！祝店家生意兴隆！财源滚滚！,5
138,很不错的啦，孔位多，间距也大，可以放很多插头，关键是每个还可以单独控制，省的一开电源，插在拖线板上的电器都启动了,5
139,信赖京东，支持京东。两个一共49元买的，买的放心，用的安心。忽略墙面凌乱的贴纸。产品好用，之前线路老化，用的不安心，插座也不好使。插不紧，还有电涌，这个质感好。全五星！！！,5
140,公牛的产品非常好，质量非常棒。就是没有八位或者十位分控的插排，家用小电器非常多，这个六位分控插排设计的非常到位！就是不是4000W大功率而且插座位太少，,5
141,包装完好，两个线板都是1.8米，满足日常使用，线径够粗，火锅使用不发热。插孔带保护门，家里小朋友也安全。设计简洁，做工精细，大品牌没问题。折扣时购买性价比很高～自营靠谱,5
142,没有刺激性气味，产品很时尚，上档次。就是刚开始用，插入比较费劲，这样子也说明结合紧密，安全，么么哒。,5
143,非常好用，如果多增加几个USB接口那就完美了。公牛信得过。白色又好看。。。看图吧。,5
144,质量特别好，一眼看上去，就是特别好的材质，插座还是要公牛这种大品牌的，安全。插座口不插的时候是挡着的，很安全！京东买东西正品信得过！,5
145,很多次买公牛插座了，大品牌值得信赖。质量没话说，新国标的做工很好。。一次买了两。。。哈哈。。这下够用了。。。。一分钱一分货。。老铁这话没毛病。。。。,5
146,刚需直接买了，公牛质量还是有保障的，对于电这种还是安全至上。一大一小，先用着大的了，白色很简约，好看,5
147,"很好！插座是正品！
很大很长一根～只是线长度有点短，不影响使用～
6分控感觉比较够用～试过了都OK！国际标准，很多插头都能使用，很方便！",5
148,已经使用了，非常好，虽然没有在家中使用，但是不得不说公牛的排插设计的还是挺人性化的，插孔可以防止小孩将手指伸入，设计合理，宽度够，材质扎实，性价比高。反正个人的排插全用的是公牛的！,5
149,"颜值高 平滑规整 纯色清爽
质量好 外壳密实 还有防触电设计
到货快
好评 推荐
经过我的亲身体验，这家店信誉是相当地不错。宝贝的质量更像钻石一般。太感谢了! 不要以为信誉低的卖家货质量不好。我用我的亲身经历告诉大家，掌柜服务态度非常好。商品质量也非常不错。顶你了!呵呵。商品这么快就到了，还不错哦，下次来你可要优惠哦^_^真没想到网上购物还这么有意思，在卖家的指导下我终于学会了网上购物，谢谢! 老朋友。我又来你店光顾了，久了没来，生意看来还真不错哦。努力哦!",5
150,很好用，很方便，不怕有的要用电，有的不用电。感觉质量很好，手感也很好，外观也很不错，值得购买,5
151,质量很好，家里的插板都是公牛的，用着放心，两个双孔，一个二三孔合一，什么电器都可以用，特别好,5
152,做工很好，按键开关也好用，插孔里有保护，但插拔很轻松。这么说吧，前些日子买了突破的接线板，这个比那个好用多了。,5
153,公牛插板已经收到，非常喜欢，一直都用的公牛的！！！真的比超市便宜很多，而且还送一个小的插板。而且纯白色的插板显得特别素净，科技。很棒的一次购物！,5
154,山东仓发货，十几个小时就到了，太快了。大牌的东西摸着就感觉质量不错，独立开关控制，能有效减少对同排其他位的电流冲击，更安全。每个插位都有指示灯，开关状态一目了然。插位距离合理，不会太挤。开关按下去后低于正面板面，使用相机座充的时候不会碍事，这个设计很贴心。快递小哥服务太好了，还帮我开通了白条。,5
155,插座非常漂亮，质量很好&hellip;两个都非常的好，公牛大品牌，用着放心,5
156,公牛插线板不错，前一天晚上老公去超市买了一个，觉得分开的挺好，但超市太贵，还是在京东来买，一次买了4个，都很不错，各有各的用处，以后要买还得来,5
157,质感很强，看上去显得有档次每个插孔上都带防护盖，比之前的安全好多，插头插上以后非常牢固，不松动，特别好用，颜色跟线条看着特别舒服，值得购买，,5
158,京东自营的公牛还是一如既往的好，速度快，品质保证，家里都是公牛的啦，现在新国标的更好了，线径也粗了，外表更漂亮了，非常满意，非常喜欢，下次再买?,5
159,用着很好，还有开关，不用插拔，方便，安全，家里买的都是公牛开关和插线板，安全无小事。放心使用。好评。,5
160,"公牛四位无线摔不烂插座,防震、抗摔、耐压、阻燃耐插拔,使用弹性工程塑料外壳,更多安全保证,质优价廉!
        京东人员的工作效率非常高,下单后的第二天就收到货了,快递员的辛苦了!给京东全体员工点赞!",5
161,非常方便好用，间距够大，六个插口同时插满都可以，而且分控功能很方便，不用经常拔插头了，只需一按按钮～,5
162,公牛分控插板比老式公牛好看多了，而且线材也加粗到了新国标，很满意！买的第二个了，手感也挺不错的，外壳阻燃，很满意的说,5
