,content,score
197,如果能打零分我就打零分了，预定时间不送货，自提也说下班了，耽误我出国行程，大半夜去朋友家借！！！,1
198,一般般。。。。。。。,1
199,小米还是可以嘀，不过之前的有啸叫！！！真的很气人什么质量嘛，低分给以前会啸叫的,1
200,刚收到就发现线口就是开裂的&hellip;换了一个还是这样。以后还是买公牛好了&hellip;mi家&hellip;以后就算了吧&hellip;,1
201,双十一大概买了三十多样东西 唯一一件暴力摔还是压 搞成这个样子的 ??&zwj;♀? 无奈,1
202,我只能他ma就是白痴智能离线老是连接不上。还智能。我看假智能,1
203,家里已经是买了第三个了。也有很多小米的设备，很好用但是现在不支持ios的homekit了，不开心，差评给小米,1
204,小米的东西质量真该把关，之前买的一年就坏了，好看还得好用禁用才行！,1
205,U-s-b充电会发烫,1
206,买了个把月一直放着没用，等到派上用场了才知道这个开关通电后原来还会自动跳闸，将就用。,1
207,大家自己看，使用时间一个星期，手机充电器一拔就成这样了，多危险。,1
208,插头很难插进去 得先吃饱饭才有力气好好插 希望耐用 这样以后还可以再买  ！,1
209,滋滋响,1
210,绝对二手货！线都蹭黑了，虽然能用但是心里很不爽！一星给快递小哥。送货速度绝对一流。,1
211,买东西还是要看人品的。这就是传*。盒子压过，插座刮花。还好是一个插座。,1
212,usb充电有噪音，晚上听很明显。换了个还是有，以前买的感觉做工好，再见。,1
213,插板很好，真的很好，只是我被骗了，介绍里写的是智能的，客服也说可以用手机控制，而事实呢,1
214,已经用上，不过以后不会再买小米的东西了，上市之后小米应该就会成为第二个乐视了，对于圈钱的公司还是不要考虑他们的产品了。,1
215,这一星是给快递的   商品的话  如果你们看中它usb快充  那就不要买了  没用  买常规的就行,1
216,插板很好有 我也很满意 但是人生总是有那么多意想不到的事 快递很好 质量很好 服务很好 而我却给了你差评,1
217,产品是好东西  自己写的次日达 结果第三天才到 跟电热毯一起拍的  我真的谢谢你了 害我冷的感冒 真棒 嫌我矫情我也无所谓,1
218,感觉不支持快充，用的是小米原装快充线，比手机附带的充电器用时长很多，而且没有快充图标。,1
219,差，插座不好，特别费力气，开关也不好用，很后悔。买了个公牛做对比，公牛好用很多。,1
220,插板刚开始蛮可以的，用了一段时间快充的usb接口给手机充电 插板就会发出滋滋滋声 这次购买体验及其差 客服也没吊我,1
221,快递很快。适用了插座，usb插口使用时有声音，感觉设计有问题。希望小米保证性价比，质量做好。,1
222,和其他用户使用感受一样，苹果手机充得很快，我的其他两个手机特别慢。有一个手机一晚上才百分之四十五。价格还近舞室快。真的不值得,1
223,冒牌货，买了3个，对比之前买的，京东的送过来的包装印刷简陋，线是灰色的，之前家里的是白色的，质感也差很多，真不敢相信京东的质量了,1
224,一开始看颜值还不错，后来一用真的渣死了，  连充电器的头都卡不住，一碰就掉。妥妥的差评，一颗星给颜值。,1
225,同时买了公牛和小米，买公牛主要是信赖，买小米主要试新品，用了一个多星期了，公牛质量确实错，反观小米，电源插口要用九牛二虎之力都难插，usb插口有电，但我的华为p8冲了一晚上才53%，不敢荀同，插线板有使劲插的痕迹，能退吗?,1
226,"1、三孔正常，双孔极其难插

2、USB充电速度就和单纯的插到电脑上一个速度，和用充电器的速度完全没法比

如果为了外观可以选择这款，如果为了实用，那还是选其他牌子的吧，虽然其他牌子的丑了点儿",1
227,之前用过小米的热水器，体重秤，觉得还可以，就买了一个。没想到这个产品这么差，电源开关按下去松垮垮的，一点都对不起这个价格和这个品牌。,1
228,本来对小米家的东西评价挺高的 现在这东西却让我刮目相看了。USP接口插上手机充电线自带BGM(兹兹的响)参伴随着响声还带自动加热功能。还好我知道我买的是排查&hellip;&hellip;要是别人送的我一定以为这是个电热暖手器 &hellip;&hellip;总之叔叔阿姨大哥大姐请务必观看我的评论在购买！最真实的购物体验 ～谢谢,1
229,首先说下产品，产品确实不错！外观精致，拿在手里很有分量！做工扎实！再说说京东的外包装上的封口胶带上竟然还沾着一根毛，一根毛也就算了，竟然还是弯的！！！这真的是一个有故事的包装袋啊！,1
230,本来觉得颜值等各方面都还不错，家里也有四个小米拖线板，但是今天插上取暖器，取暖器品牌为美的，标称功率2000W，不到5分钟，自己&quot;啪&quot;，跳了，是青米的开关跳了，反复实验，还是会跳，用小米插座zigbee版测量取暖器实际功率，显示1953W，与标称功率相符，未超过青米的2500W最大功率限制，由此怀疑，青米这款手感松垮的开花，有很多缺陷:电流声，手感松垮，功率未超标也会自动跳电保护&hellip;&hellip;,1
231,没有发票，没有发票，没有发票，没有发票，,1
232,谁买谁上当，买的刮花的，不给退，转手亏了好几百。,1
233,小米的东西一如既往的好，但是京东你给我发个二手的什么意思,1
234,都没给我发货，咋评价啊。,1
235,为什么没有给我开发票,1
236,标注了开发票，收货却没有见,1
237,里面估计是被拆开过或着退的货,1
238,发票给开了些什么东西！！！,1
239,不值这个价钱 后悔了 买公牛好了,1
240,感觉不值这个价，不好用,1
241,没有收到货啊，没办法评价,1
242,这东西开关经常按不了,1
243,比专卖店贵10块，不建议购买。,1
244,说好的五米 买过来两米的线都没有,1
245,快递慢啊！以后不要在京东买东西了,1
246,这包装也敢发出去，故意的吧！！！！！！！！,1
247,充过之后手机就有点坏了,1
248,感觉一般般做工比较粗糙,1
249,没有质感开关键松动不好,1
250,用着用着有一个孔就不行,1
251,二手的，有划痕，不解释上图,1
252,**京东**快递不能按时送写什么即日达！,1
253,用了不到一个月就坏了,1
254,为什么小米是*元，而这里是*元呢？,1
255,包装不行！！！！！京东自身的问题！！！！！！,1
256,说了要发票，怎么没有随货送来？,1
257,开关是松的，感觉像是二手的,1
258,有个两项孔插不了,1
259,苹果手机冲一会就不冲了,1
260,有一个孔用不了,1
261,无比糟糕的物流,1
262,这做工太次，对不起这个价格,1
263,有划痕的商品不处理都直接发货给客户,1
264,*还是物流问题？我看不好说。,1
265,刚买没几天就掉价 京东你要是搞事情吗,1
266,价格差不多，比实体店还贵,1
267,不是智能，不可以连,1
268,连续两单没收到发票,1
269,*的名号不是白给的,1
270,也不想说什么了,1
271,包装就是一个胶口袋,1
272,和我上次在官网买的不一样,1
273,一般，不值这个价格,1
274,没用过几次3个充电口就坏了,1
275,不好用插不进去,1
276,什么插座  贼难插,1
277,充电贼慢。不要买。,1
278,这个看起来像是被拆开过啊,1
279,还行就是贵了点充电很慢,1
280,usb插口同时充两个烫得要死,1
281,贵，感觉质量一般,1
282,U借口不怎么好用,1
283,很多孔都插不进去,1
284,一买就降价，还不支持保价！！！！！！！！！！！！！,1
285,没有发票，跟物流小哥说了几次也没用,1
286,这东西根本没有两米六，也就两米。,1
287,被盗号了  不是我自己下的单,1
288,有一个通用串行总线不能用,1
289,没有白色的好用连个灯都不亮！,1
290,Zhazha，买完发现又*，还不能价保，*,1
291,对京东快递不满，几十样东西不送，,1
292,做工比较粗糙，不是小米的风格,1
293,包装已破坏，感觉是二手的。,1
294,包装已破坏，感觉是二手的。,1
295,用了几天一个开关居然坏了,1
296,插上手机以后有电流声,1
297,后面三个usb口用了几天就坏了,1
298,插排买回来U口充电口没法用,1
299,送货员态度恶劣！！！应有的发票没有！！！烂！！！,1
300,包装破了，里面东西都摔烂了,1
301,不是东西的问题，只是想给一分,1
302,不是东西的问题，只是想给一分,1
303,暴力运输 皮筋断了 盒子烂了,1
304,快递丢失，未处理,1
305,你这这样送快递的？东西都烂掉了？？？,1
306,不错，快递太慢了,1
307,物流不到村里，麻烦,1
308,用了不到一周就坏了,1
309,插的并没有那么牢固,1
310,没用两个月USP插口就坏了。,1
311,没有电源开关指示灯,1
312,感觉不是2a速度啊,1
313,插头有裂口。品控真是差,1
314,请联系我，没收到货,1
315,买亏了  小米官方才39,1
316,买亏了  小米官方才39,1
317,我压根儿没收到货,1
318,商品是坏的，退款了,1
319,送过来开关就是坏的,1
320,不咋的，不好用建议买别的,1
321,盒子有皱褶，插线板上有点脏东西,1
322,开关不能用了，才一个月,1
323,每次在京东买东西都是下午四五点才送到,1
324,插口太硬，不知道肯定不是正版。,1
325,不值得购买，做工不怎么样,1
326,漏发，处理慢。都找不到相对应的客服,1
327,物流极差，只会赔京豆，有意思么？,1
328,开关基本是坏的，几十块钱，不想退了！,1
329,开关是活动的，感觉买到假货了,1
330,USB口已经坏了 才买两个礼拜,1
331,京东真是越来越拉鸡发出来的货却不是智能的。,1
332,京东买了36样东西，只有两样送上门，,1
333,不值始终不专业 比专业做得性价比太低,1
334,不如红牛，小米都是#丝买的,1
335,开关按键特别松并且来回晃,1
336,给手机充电会有电流杂音！！！,1
337,包装破损，懒得换了,1
338,不到十天就坏掉了,1
339,用了一个月就坏了，感觉失望,1
340,充电一点不快，感觉当了,1
341,永不在京东消费,1
342,不怎么样  觉得 还得买老品牌的,1
343,USB接口用不了不知道为什么,1
344,收到的物件，有别人用过的痕迹，不满意,1
345,京东商城越来越差了,1
346,不知道是不是被用过,1
347,接触不良的产品,1
348,按钮好松，中间插座不好用,1
349,开关按钮有点松动,1
350,这是怎么个意思,1
351,包装差，快递慢，说好的28号到，结果29号下午才到,1
352,是因为盒子软吗？还是因为质量不好？,1
353,有一个插口不通电,1
354,电脑线插不进去,1
355,包装师傅，您就不能长点心吗？,1
356,发二手货。只有一次，在下次肯定退货。,1
357,做工还是很不错，就是线很短,1
358,京东客服服务态度差，以后不再用京东,1
359,是个坏的，发货前应该检查一下，退货！,1
360,打开塑料袋一看，包装盒子都烂了！！,1
361,东西还行，就是包装废了，京东快递就是这。,1
362,线比较短，实用性一般般,1
363,包装破，东西是二手退换货，或者山寨货,1
364,不值，质量不可靠,1
365,其他还好，就是充电速度好慢！,1
366,包装破的，开关松动，急着用没退,1
367,有个根本插不进去，质量不行。,1
368,包装都给压变形了，但里面的东西还好，,1
369,能不能告诉我为什么usb口会漏电,1
370,质量不好，破东西，便宜没好货！,1
371,有个孔根本插不进去，品质差,1
372,插上了不知道为啥有声响。没有负载就不响。,1
373,收到件后看开关按钮都快掉出来了,1
374,极差！插一个烧水壶都自动跳线,1
375,真次，开关松松的。不建议买这个,1
376,2000瓦功率就会断电你说好还是不好,1
377,产品有问题，才买没几天,1
378,三脚插头插不下去。 小米的东西质量真差,1
379,为什么在网上卖*，线下小米旗舰店卖*,1
380,能告诉我这是什么鬼吗，没怎么用就坏了,1
381,用了几次，就冲不了手机了！,1
382,三个USB孔没一个没有电流声的，贼拉响！！！,1
383,其中有一个插孔插不进去,1
384,一看就是2手全是刮伤不计较了撮合用了,1
385,买到手就有很多划痕，也是够了，,1
386,那个盒子都挤瘪了，看着不太想真的。,1
387,便宜货果然不能在京东买，又买了个二手,1
388,说好的第二天到呢？第三天才到，承诺是个求,1
389,包装都被拆过了，这种事情难道商家觉得理所当然吗？,1
390,明显是别人用过的，盒子都打坏了！！,1
391,我要的发票呢？明明写了发票就是不开。怎么做事的？,1
392,东西都没到。评价个毛啊。 请告诉我东西什么时候送来？,1
393,插上插座就跳闸，晃晃插板有异响,1
394,"我真想退了
插座感觉一般，插不进",1
395,产品还好，就是物流快。价格并不便宜,1
396,不到一周，降价500块，送一插排，心情不好,1
397,一点也不好，大功率的都带不起来,1
398,接触不稳定 我还买了四个呢 有点low,1
399,开孔不标准，插充电器都费劲,1
400,翻新的，插板周边的透明包装都没有，翻新东名不虚传,1
401,外观什么的还好就是有电流声 什么鬼,1
402,东西是好，差的是售后服务，差的是京东客服。,1
403,后三孔USB充电的时候会有吱吱的响声,1
404,像路边摊买的商品，白色塑料外壳有黑点。,1
405,一般，usb不是快充，不值这个价,1
406,还不错，还可以，就是线有点短,1
407,*的那个，居然送丢了。一分，拿好。,1
408,设计有些不合理，买了就降价，还不给保价,1
409,不好用。usb借接口总有声音,1
410,usb口插上两台手机充电就会有电流声,1
411,第一次给我发个二手的，还是坏的，服了！,1
412,唉，3个usb都用不了冲不了电失望??,1
413,做工有点儿粗糙 开关都按不下去,1
414,有划痕换了一个还有划痕，不知道品控怎么做的,1
415,我的这个插班是从二手市场上买的，然后又卖给我了吗？,1
416,除了没看的线短了，其他还挺好的,1
417,按键坏了，也就这么回事，东西不贵懒得退换了,1
418,后面竟然没有用来挂的孔，体验极差,1
419,不好用 插头插进去老弹出来！,1
420,开关松动，感觉质量一般，太贵,1
421,包装是真的烂，为什么我在京东买东西包装全是烂的？,1
422,电流声这么大，没法用啊。,1
423,东西还没试，但是这次没有包装就送来了，怀疑被掉换过！,1
424,插孔深度太浅，插不牢。设计问题,1
425,送货来差，没签收就给我完成了。而且拖了五六天,1
426,开关松动，这是我第一次在京东买的如此差的东西！,1
427,插了两次里面的铜片就歪了，难道是我中奖了？！,1
428,**熟为了拿个快递走去服务点近半个小时！你让我怎么退换货！,1
429,除了usb插口充不进电，其他都可以,1
430,买会来就又一个是插不进的，不想换货了勉强用吧。,1
431,质量差 电流声大,1
432,和普通插盘没什么区别，充电太慢了,1
433,才一个月就一通电就发出滋滋声了，不靠谱,1
434,质量有点差，按钮很松，可以前后摇摆,1
435,*，有明显花了。算了，*的东西。,1
436,假货，手机直接充没有快充，带原装头就有了。,1
437,明显的*货啊 京东退货的商品能不能好好检查检查,1
438,没有配送到家、直接放速递易、还附了存放的费用,1
439,快递扔门卫室就走了都不知道就已经收货了&hellip;&hellip;短信通知下都没有,1
440,其他还行，就是USB口充电不如带头的。,1
441,东西**，不稳定，插上去一会儿闪,1
442,包装压的坏 自动签收 开关电源松动,1
443,发票打字不全，联系客服两次，至今未有回应，慎购,1
444,有一个孔怎么都插不进去 不知道出厂怎么质检的,1
445,刚插上，指示灯就爆了，吓死我了,1
446,插上根本没电开关松的  还是去小米官方商城买吧,1
447,被贪污了，退货一次，寄回来就一个手机,1
448,这就是现在的京东，东西上居然有血渍。。。。plus会员我是不会续费了,1
449,廊坊东方夏威夷站每次我买东西都自动给我算自提，尼嘛比,1
450,的假的吧，还是你们的充电器不烫吗？,1
451,盐菜罐子里面拿出来吗，像退货，换货的产品,1
452,快充闪电有个圈。这根本就不是快充,1
453,电线有明显的划伤。,1
454,包装不好。只拿个袋子装没盒子，运输过程都不知有没有弄坏,1
455,送货速度有点慢感觉质量还可以就是按键有点松动,1
456,NIMA东西按个收快递费,1
457,我到现在都没收到呵呵了，看来图便宜不行啊，当撒钱了,1
458,包装破损，跟像是拆过一样，自营店就这水平么？,1
459,不好，外包装压坏了，打开包装之后感觉质量没多好了,1
460,有个充电孔不能用，不想换了，嫌麻烦,1
461,物流还可以，买过几次了这次的这个不太好用。有点j。,1
462,东西不错，就是是别人用过退货的，使用的痕迹很明显。,1
463,开关按钮松动，果然送的东西还是差距蛮大&hellip;&hellip;,1
464,真的不值，不值，不值,1
465,刚买就降价300.不建议买,1
466,东西不错，自提点很差，到了三天没显示，还得找客服处理,1
467,不知道咋回事一买回来开关坏的，开关灯亮和不亮都有电,1
468,开关感觉整个都要掉下来了   还有电流声,1
469,没用几次usb接口就不能充电了。小米的东西只能说一般。,1
470,好短的线，跟个转换器也差不了多少了,1
471,一般般，没有什么特别的，线比较短。,1
472,京东快递派送慢。。。。。。。。。。,1
473,咯咯笑了没有啊有啊有啊有啊有啊有啊有啊有啊有啊,1
474,USB口充电一点不快,1
475,我就搞不懂了，为何所有的插头都插不进去？？,1
476,插板做工粗糙，不值这个价，usb使用滋滋响，,1
477,为什么没给我发票呢？,1
478,东西不错  就是物流慢的要命  感觉是从国外发过来的！,1
479,不是快充！！！与实物介绍不一致！！！被骗了,1
480,买回不久，正常使用，三个usb插孔均不能使用,1
481,快递不给配送 呵呵了,1
482,开关电源按不动。最后的usb插口好像是不能用,1
483,感觉没有之前买的好用了，还有点味道。,1
484,指示灯不亮      啥东西啊   我也是服了,1
485,贵，也没见有什么特好,1
486,分店一样在东京上买东西，为什么都是负一楼的地方，这个地方不送下来呢？,1
487,二手货 使用痕迹明显 不建议买,1
488,好像被拆过 拆开拿出来插板味道有点重,1
489,没有送到我手   嘛意思,1
490,买了后才发现小米自营商城才*元，懒得退货了，客服也表示不能保价,1
491,不知道怎么给我挑的货  开关按钮松动   包装还破损,1
492,"这东西我只想说是不好使的东西拿出来拍卖了,内心是崩溃的",1
493,小米不良商家，小米**，小米**祝你早日倒闭，一起买了那么多，然后就大降价,1
494,表面划伤做工越来越差，小米现在感觉水?,1
495,这个开关位置是松动的，质量堪忧,1
496,买了四个插线板，其中一个是开过封的，外包装还有破损。,1
497,用过的二手货，明显的使用痕迹。*名不虚传。,1
498,京准送花了钱也没用！京东快递越来越差！竟然晚了2天！凭什么我要多花快递费！,1
499,质量越来越差了 好几个孔插不进去 懒得退货,1
