,content,score
222,我跟你说就是，这个做特价的时候，这个接线板儿，外形照片看着非常棒，用大油爸前段时间他用的塑料的质感非常的差，就明显偷工减料，再看看我蓝色开关按钮的那个接线板儿，当时买的是39块9，然后他的案件还有质量手感都非常的吧，而现在这款，也就是做特价，19块钱的时候还，还行，但如果原价他卖39的时候，我觉得这款键盘根本不值那个价钱，按键手感做工，还有现场都非常的不好，虽然这个是正品飞利浦，但是明显现在已经开始偷工减料了,1
223,买3米长寄1.8米，真太失望了，,1
224,包装太差送到手都是破的差评！,1
225,说送东西，没有送，骗人的,1
226,京东快递不给送货一点都不好,1
227,后面那个扣板功能很鸡肋,1
228,昨天买今天就降价差评,1
229,设计太差不好用,1
230,订单：62907584109。小米6手机一台。屏幕自带弯曲。要求换货。说不给换，给我30元代金券作为补偿。说非要换。要求自己去小米线下门店做监测。那好。我来回80元路费算谁的？我一天工资算谁的？你商品问题。几大百成本都给我合适么？你可以冷处理。我也给你冷处理。一月百件商品几万元采购量。全差评。我看你舒服？,1
231,此次购物太差劲了，直接无语了,1
232,支持六六  垃圾京东,1
233,写了3米长，到手1米8，骗人货,1
234,就这个#，垃圾@东,1
235,寄件包装太简陋了，不防摔,1
236,京东，只值一星！开完两年plus就不好好服务了！,1
237,给垃圾快递员，竟然评价物流的选项消失了,1
238,垃圾，开关坏几个,1
239,买没几天就掉价。 价格实在是太坑人,1
240,差评，东西我都没收到～谁签收了？寄哪了？,1
241,最垃圾就是快递，服务越做越差。一星也不想给,1
242,商品没问题，但是一周后才收到，物流差评,1
243,速度特别慢 显示13号送达 结果到了15号,1
244,买的是自营，快递整整延迟了一天才送到，差评,1
245,京东二手耳机当新货卖，拒不处理，无耻至极,1
246,昨天刚刚购买，今天就降价10元，让人很不舒服,1
247,买了不到一个月，大幅度降价，还不保价，太差了,1
248,两孔的挨的特别近，太不好用了,1
249,飞利浦，一般，按键很容易掉出来,1
250,插口特别松，一碰就要掉了，十分差。,1
251,插头插上后太松了 轻轻一碰就断电,1
252,买东西再也不用京东了，各种拖着不给退款，人工客服像假的一样只会说一句话,1
253,秒杀是买一送一，现在居然说我拍的一个，明明就是欺诈！,1
254,送货时间没有保障 随意拆单 乱扣京豆 联系客服态也不给回复 购物体验极差&hellip;&hellip;,1
255,快递差评，送货的根本不是京东配送正式员工，没有pos机,1
256,连个外包装纸箱都没有，我真佩服京东的自信。扫码结果也没有该产品，真的无语了。,1
257,买来3天不到。就坏了一个口。垃圾中的垃圾。,1
258,产品质量差，京东工号304391客服态度和服务水平特别差劲。,1
259,设计的不合理感觉，两孔插头跟开关距离太近,1
260,差评，不说啥,1
261,送了一个坏的过来，申请换货，只能隔天送达，浪费了1天时间，差评！,1
262,很不满意 物流极慢！,1
263,很差，有一个插孔是坏的没电，严重差评,1
264,包装太差  MDB  京东**责任心,1
265,给垃圾快递员,1
266,做工很差的 不建议购买 ！,1
267,开关上面的LED太烦人了,1
268,线太短 一米二,1
269,垃圾,1
270,东西差评，电源线说是1.8米，实际1.5都不到,1
271,赶上618，送货晚了就不说什么了，关键是买完了就降价，简直无语,1
272,差评  差评   给我发的一个盒子都被撕破了的       这不是忽悠人嘛,1
273,设计者的**一个，孔的距离太近&hellip;&hellip;,1
274,快递包装太垃圾就一个袋子，你说插板被送到很容易坏掉的，差评,1
275,京东的平台店大欺客，希望大家都不要在京东上买东西了，而且评论都要经过审核才能发出？？,1
276,底座都是割手的，差评，那么大个牌子做工这样？？,1
277,线太短了，没有3米，这样做生意不行的啊！,1
278,产品是好的。差评是给京东客服的。越来越烂的售后客服，投诉也没用。,1
279,产品是好的。差评是给京东客服的。越来越烂的售后客服，投诉也没用。,1
280,"产品塑胶味道太大了，超出想象。。。
不如买公牛了。。。",1
281,垃圾玩意,1
282,差评！好大的烧焦胶丑味！吓得赶紧拔掉！,1
283,发货太慢了，凌晨12点买的，到晚上才发货，和这个一起打包买的，另一个快到了，才开始受理发货,1
284,第一次给差评。一个口没法用，客服敷衍。还买完降价,1
285,刚刚在前台看到快递，不说东西质量怎样，包装必须给差评，越来越差了。,1
286,plus会员就是坑，返个京豆都有上限，京东单方面修改会员权益损害消费者权益,1
287,什么垃圾插班,1
288,差评,1
289,特价就这样包装？产品质量也不好，很粗糙。,1
290,垃圾京东！待客如狗！欺骗消费者！打着抢购旗号做预售！,1
291,明明买的是1.8米的，连插排加一块才1.7米，差评！！！！！！！,1
292,非常不合理，对面同时插不了两个三眼的！郁闷,1
293,说实话，我一颗星也不想给。客服态度太差了。我都说了那么久，就是不解决问题。,1
294,呸！质量真够次的！京东客服没有喘气的！发了消息一个不回，装！,1
295,当时买的时间想多个控制按键安全。买后来每次关都很烦&hellip;&hellip;,1
296,气死我了，明明买了两个，一个4米的，一个1.8米的，居然只收到一个1.8米的，而且单子上显示应该6月1号到货，结果6月3号下午才送到，还少了一个。,1
297,京东商城自营店服务态度超级差，公对公转账之后既然把我的订单取消掉。,1
298,小心给你送错货。而且售后无法解决，没保障，建议别买这家店。,1
299,看图，这样的产品也出售? 产品做工一般有很多划痕不光洁。,1
300,给100个差评，刚买没几天就降价，还不给保价，说过保价期，京东欺骗消费者。奉劝大家别买了,1
301,京东客服太让我失望了，3年买了20多万电信，结果故意给我寄坏的，还不换不修，垃圾京东，失望透顶,1
302,京东客服太让我失望了，3年买了20多万电信，结果故意给我寄坏的，还不换不修，垃圾京东，失望透顶,1
303,差评！！有一个开关收到时一直就是按下的，始终没法弹起,1
304,收到的整个面板都花了，使用过的痕迹，真恶心，无爱了！！！,1
305,"之前囤货。今天要用才发现两个袋子都是烂的。里面的插板都被换过。嗯嗯 京东现在厉害。
两个全部被打开。",1
306,只能说脑袋大买贵了，同事说我花大发了，本来想退，可是还有扣运费，本来买的时候也加了运费，真是醉了，凑合着吧，以后这些小东西再也不在网上买了，我现在发现了，网上不见得比实体的便宜。,1
307,没用多久  灯就不亮了 没用多久就这样了   真的很烂,1
308,第一次给差评，这包装套个袋子算是包装吗？物流就更厉害了，广州市内送货要3天？是京东变了吗？,1
309,密封包装的货一打开全是灰，不知道灰是怎么进去的，还有划痕，二 手名不虚传,1
310,今年的六一八太让人失望了，雷声大雨点小，广告打得挺热闹的，实际上没什么优惠，和平时的价格没多大区别！,1
311,这个插座也太大了，就四个，比别人八个还大，垃圾,1
312,说的是有6插头功能，但如果像我家里全部都是两头双插头最多只能插三个，这个产品的设计也是醉了?，大家慎重考虑购买。,1
313,货品还没用，不评价好坏。1分差评给京东发票，每次选普通纸质发票都擅自改成电子发票，连招呼都不打，连着四张订单都是如此。,1
314,货品还没用，不评价好坏。1分差评给京东发票，每次选普通纸质发票都擅自改成电子发票，连招呼都不打，连着四张订单都是如此。,1
315,包装太差劲了，胶带都没封住口，盒子里也没垫东西，但是上去还算完好。,1
316,做工太差，和品牌不符！如果就这样的质量，对飞利浦品牌表示不敢认同了！,1
317,蜜汁京东思维，一个插线板居然搞个那个豪华的包装，不知道还以为买了什么笔记本电脑，要么就一个破塑料袋套着磨的稀烂,1
318,差评！差评！是个打开的！是个打开的！是个打开的！重要的事情说三遍！打开快递外包装，产品是打开的！！！,1
319,京东现在自以为做的大了，就不在乎顾客了，买的显示第二天送达的东西，一个星期都没到，我还打电话联系客服让给我送货都不送，我还是plus会员，一年交那些钱都不知道有什么用？,1
320,2项的?插了一边 再要插2项的?都插不了啦。间距太窄了！,1
321,我就是服了你们家的客服态度，你们店铺东西随意涨价的，之前买40多，瞬间就涨价30块？退货还不包邮费。买过一次也不会有第二次了，当上当了。,1
322,一星给送货小哥，严重鄙视垃圾高级客服，预售2699的东西，开卖3099，投诉到高级客服，高级客服说话一个比一个牛逼，最后得到的答案就是京东没法让每一个客户满意！我觉得就是我们自己，一直傻傻的支持京东，把这帮人都惯成了这个样子！投诉到底！,1
323,我信赖的京东，飞利浦，竟然用了将近一个月就坏了一个！卖家一句话找京东申请售后，找京东售后让邮回！三十多快钱的东西我得花22块钱邮回去！,1
324,4个插板有2个没有防伪标，客服说机器漏贴了，我就呵呵了，机器这么傻！说让我放心，怎么放心？,1
325,快递很快，但是我一个插座的的包裹居然没用盒子装？你是觉得插座是铁块么？怎么摔都可以 ？ 差评 ！,1
326,买了四个插座，坏了一个，然后走售后，给换了一个，所以给大家看看他们售后所谓的换新吧，差评原因看图片好了，这个应该不是最新的限量划痕款吧！！！,1
327,买了四个插座，坏了一个，然后走售后，给换了一个，所以给大家看看他们售后所谓的换新吧，差评原因看图片好了，这个应该不是最新的限量划痕款吧！！！,1
328,买了四个插座，坏了一个，然后走售后，给换了一个，所以给大家看看他们售后所谓的换新吧，差评原因看图片好了，这个应该不是最新的限量划痕款吧！！！,1
329,差评！！！！间距太窄了！插一个两插的就不能再插其他插座！,1
330,没咋用，蓝牙就连不上了，试了各种办法链接，是不是该给差评呢？,1
331,你们着啥玩意卖家？支付后我联系你们，你们没说开不了发票，后面连续两周我问也没说开不了发票。等到你们说开不了发票时又跟我说也不能退货。我买东西给公司要报销的，客户一直给我打电话道歉有毛用？你们的失误不想办法解决难道让我自己承担？,1
332,#的飞利浦，竟然买回来就是坏的，退换货被京东快递取走后一点消息都没有，说什么要放自提点，废话方圆几里都没自提点，无理霸王条款啥时候消失,1
333,太坑了！买了两天，指示灯的开关陆续坏了两个，一整天也就开两下.......很难不让人怀疑这是个残次品！,1
334,包装太差！一个插排居然用袋子包装邮寄，快递中途摔过怎么办？一点安全意识都没有！京东的服务越来越差了,1
335,第一次给京东差评，快递小哥太差了，送货到蓝店还要等我付费取货，感觉很不爽，差评。,1
336,对京东不满，京东商城越来越坑了，钻石会员服务越来越缩水，随意改规则，几十万的京值说没就没，拒收直接扣京豆，希望*越做越大。,1
337,这个插板漏电，然后我同学说飞利浦都是这样，我的妈呀，你们卖这么多年插板连这个都解决不了吗？,1
338,京东钻石会员越来越缩水了。慢慢提高免邮单价，到现在限制双免只有3次，之后又要调什么呢。现在越来越不满了。,1
339,插排和我之前买的另一款差很多，不想大品牌的做工，太粗糙了，应该是残次品，凑合着用吧,1
340,垃圾，不补开发票，客服超难沟通，总用机器人忽悠，申请十天了，问过几次，发票还没见影。,1
341,且不说质量好坏。这才几十块钱的东西，刚到货没两天就降价十几块，这套路玩得真溜。无良商家。,1
342,新到的插线板，2个蓝色开关就有一个不能用，只能用一侧，三项，真是无语。,1
343,设计非常不合理 那么多个孔并排 但是你只要用了两头的 就不能用三头,1
344,客服推荐的功率，实际使用的情况下总是自己跳电，找客服，还各种推脱，真的醉了,1
345,"很好奇,既然买到飞利浦也出次品，根本不通电，买回来没试就把包装扔掉了，都不知道怎么退货",1
346,电源线长度标的1.8米，实际只有1.5米，没想到国际品牌也短斤少两，无语了,1
347,商品质量ok 客服态度差评 打工不好好替老板揽生意 送上门的生意都不要做 销售的本质是让顾客满意 而不是跟客户对着干,1
348,开关指示灯太#亮了！晚上关灯都晃眼睛，费电不说完全没必要啊！,1
349,不想评论，缺货竟然给20京豆，还说是20元等额，刚知道原来京豆根本就顶不了钱，无良商家，竟然这样骗人！这么多年第一次遇到！,1
350,#我刚刚连上电打开副显示屏的一瞬间其他设备和电脑直接黑了，浪费我两个小时的录播，差评气死了,1
351,快递送得很快，但是开关按钮距离插位太近了？大点的插头都用不了，差评,1
352,飞利浦是个好牌子，但是出现了如图的质量问题厂家客服竟然不管，推给了京东客服。还摔了一连接。这态度也是醉了。真是伤心。,1
353,用了几天就坏了，联系京东维修通知我包装丢掉了就不能维修了！真不知道外面那层袋子丢掉了为什么就不能保？我买个插座还要留着包装？,1
354,大家都别在***买电器，我买了个索尼电视屏幕划痕，发来无包装，翻新机，有问题就不给退换。,1
355,插座插拔很紧，很紧，袋子有不名条码贴在上面，产品没盒子之类包装，运输把产品都撞缺了一些，产品给人看过都说是@&hellip;&hellip;&hellip;,1
356,"客服差评！！！下单间隔不到两小时，联系客服加单，没有答复，逼着多花快递费！！！确同时送到。
这样的服务差评！！！",1
357,外包装就是一个塑料袋，且塑料袋外包装全是土，送货人员是个没有穿着制服的中年妇女，配送方显示为京东华北众包（其实也是个第三方），到货后使用发现，其中一个开关是坏的，严重怀疑是配送方暴力扔货导致，很不好的一次体验.,1
358,商品不好，描述的八孔实际只能用四孔，算了，凑合用吧！上当！京东物流很好，这个产品&hellip;&hellip;,1
359,对京东不满，京东商城越来越坑了，钻石会员服务越来越缩水，随意改规则，几十万的京值说没就没，拒收直接扣京豆，希望*越做越大。,1
360,京东钻石会员越来越缩水了。慢慢提高免邮单价，到现在限制双免只有3次，之后又要调什么呢。现在越来越不满了。,1
361,分控和插座位置设置不合理，很多充电器就压住分控开关了，直接差评,1
362,有1个送过来的时候已经有一个角磕坏了，不知道是商品问题还是快递员问题。最近三个月已经遇到3次类似的商品损坏，京东的服务物流在下降呀，买了七八年东西了，就最近这一段，如此频繁,1
363,用了不到半个月，通断开关已经坏了。。。质量太次了。已经申请售后，不知道有没有用。,1
364,光污染严重！严重影响睡眠 不拨了电源刺眼卧室使用睡前要拨电源失去了分控的配置,1
365,这个东西就不要买了吧，和飞利浦外国的那个飞利浦没有一点儿关系。后面的安装螺丝设计的非常不合理。安安装非常的不方便，一不小心就给花花了一点，本来想退的哎。。。。。。就是一个@冒飞利浦的lj货,1
366,质量有问题，申请了售后，审批通过后就让京东的快递员把东西拿走了，结果一直就显示京东没收到，一直到一周后说到了7天没收到我的东西！我靠，东西不修你给我送回来啊，现在东西哪去了！,1
