,content,score
113,中规中矩吧，用料貌似挺不错的，关键不知道耐用性怎么样，后续再追加,3
114,外观看着不错 就是插电的时候老出现火花 担心安全问题,3
115,好用,3
116,包装被拆过，插板都没放在包装袋子里，直接放得纸盒子里！试了试可以用！,3
117,质量还是不错的。只是，这黑呼呼的划痕，让我觉得掏了原价买了个次品。,3
118,一般般  家里东西都在京东购买，又快又好，售后有保障，离不开京东了，哈哈,3
119,还可以,3
120,挺好的,3
121,还好,3
122,不错,3
123,还行吧，如果有问题我再补充评价，至少安装非常便捷，很好接线,3
124,商品不错，实物和图片一样，比较满意，拿到手就用上了,3
125,很不错的，插排质量非常好。一直信任公牛。家里的是老款的，现在换成新款的。支持公牛的品牌。,3
126,东西明显不是新的，应该是别人退回去的。试了试能用，懒得退了，凑合用吧！配送速度还是一如既往的快，值得肯定。,3
127,这价格挺实惠的    50块两个排插  而且信赖京东 信赖公牛  线都比较粗 按键比较稳  挺不错的...,3
128,做工挺好的。质量目前还是可以的，耐不耐用。用一段时间才知道。,3
129,插座还可以吧，特价秒杀买还算合适，反正经常。有。安全门松紧不一，总体还算说得过去,3
130,物流快。插线板试试开关都好用，外观也无瑕疵。只是用尺子量了线长不是3米。应该是2.9米。,3
131,包装的确开封似的，这点有点不好。仔细看看，查验还是观察后来追加评价。质量可以，公牛一直信赖。,3
132,看起来还不错,3
133,好用,3
134,拿到手基本满意  相较起之前买的整体材质感觉还是有些轻   做工不错  按钮有些松动  其他使用之后会再来评价,3
135,公牛的插座质量很可靠，外表也很美观简洁，都挺好的，可惜，现在降价成52元了，我买的时候58.9元。,3
136,还可以,3
137,不错,3
138,公牛插座品牌产品，用起来可信。但公牛插座螺丝通常异类，公牛插坐也经常坏，无法修理，是个大问题。,3
139,一般般  不带开关的   螺丝一拧就滑了  家里东西都在京东购买，又快又好，售后有保障，离不开京东了，哈哈,3
140,送货速度很快，快递员服务态度也很好，只是包装真的很烂，真的不是一般的烂，装着电器元件的盒子，直接套着一个大塑料袋，什么保护也没有，可以想象一路上这个盒子来回磕碰了多少次。,3
141,公牛产品质量没话说，新国标也更安全；扣分是因为小细节没处理好，没注意包扎用的线，竟然金属头外露，手都给扎破了，郁闷&hellip;&hellip;,3
142,京东送货超快！给个赞！但~~对比了前年到京东买的公牛，这次发给我的不像是真的，我拍了旧的排插头&ldquo;铁上面刻有公牛&rdquo;二字，这新卖的没有？而且排插有是瑕疵，还有个地方很脏，能给我一个完美的解吗？但愿能和以前购买的公牛质量好用~~,3
143,"总得来说还是很不错的，就是送的水平尺太不准，还是用尺子从地面往上直接量到两个大臂的距离靠谱。
自己安装的，用10个的冲击钻头，最后上了螺丝后，强度是绝对够用了。
上下左右前后都可以调节，最喜欢的就是还可以水平旋转，在沙发或餐桌都可以看了，55寸的电视也就能转到45度这样。
最后把线都收进去了，看着整齐简洁多了。",3
144,还可以,3
145,还可以,3
146,还可以。ヾ(????)?~,3
147,还可以,3
148,还可以,3
149,一般般一般般一般般一般般,3
150,要是有usb口就更好了，其余完美,3
151,好你的心术不正的反反复复反反复复,3
152,我想知道这个印上去的怎么刮开？,3
153,66666666666666666666666666666还可以，不足的是有一个插口很难插进去，所以中评吧,3
154,买的自营的 其他的店铺的都是辣鸡,3
155,很很实用，价钱也比较合适,2
156,参加活动价格好，希望用的时间长,3
157,第一次在京东买到传说中的二手,2
158,买多了，放在一边吃灰中。,3
159,物品丢失丢失了,2
160,感觉被人拆开过,3
161,小的排插有缝隙哦,2
162,价格忽高忽低，还未使用！,3
163,哈哈哈红红火火恍恍惚惚,2
164,被压过，有几道沟了,3
165,红牛质量没话说！,2
166,一般不会不鸟你,3
167,刚发现，没给赠品！,2
168,不知道是不是真品用段时间再追评把,2
169,比前一代产品的设计更合理,3
170,还行，感觉一般，马马虎虎,2
171,价格小贵 大牌子希望耐用啊,3
172,不错不好吃，老牌产品，值得信赖,2
173,不错，回来的很及时，希望耐用一点,2
174,本次购物比较失望，看看这包装,2
175,做工扎实做工扎实,2
176,产品暂时没问题，到包装撕烂,3
177,一般般吧没性价比,3
178,一般，还没发现什么问题,2
179,价格高，不过质量有保证。,2
180,买错了，没法用。买错了，没法用。,3
181,商品还可以，发货慢得心慌八天才到,2
182,大品牌就是不一样,3
183,正在使用，待评论，等过段时间再追评,3
184,还可以吧有的插头根本插不进去,3
185,有独立保险较安全！,3
186,真不知道怎么评论，换新商品依然像旧的,3
187,只能说一分钱一分货,3
188,还行啊啊啊啊啊,3
189,应该再小巧一些,2
190,线不足3米，连插座算在内可以算3米,2
191,挺好的，外观也挺漂亮的！！！,2
192,外观很好，感觉质量也可以,2
193,插线板外表简洁，上下两排孔挨得太近,3
194,目前还行吧，没啥大问题,3
195,这款好像不是最新的，看在大品牌的分上，买了,3
196,还可以用吧，够不够10个字？,3
197,可以用，价钱还算合适，看看能用多久。。。。。,2
198,没以前那种蓝色面板的质量好了。,3
199,一直用，但感觉现在越来越一般了,3
200,拿到手里我心凉了一下，被打开过的,2
201,看起来还可以  用了再说,3
202,线还是有那么长，买回来还没用过呢。,3
203,大的可以小的用上以后不太灵。。。。,2
204,还没有用呢，但愿不错吧，哈哈哈哈哈,3
205,宝贝与描述一致，相信公牛这个品牌的插座,2
206,这个比商场的同型号的重量要轻。。。。,2
207,质量还可以接受，用用看再说。,2
208,看起来不是很好，待用再追加晒单,3
209,送货快，包装好但是不像全新的，看图吧,2
210,插头刚开始接触不良爸爸给修了一下才正常,3
211,不保价的哦  价格浮动很大   看别人都是四十几买的,3
212,能用，不懂能用多久，性价比一般,2
213,唉，买了用不了。买小了，家里热水器是大孔的,2
214,用的感觉有点漏电，我再试试，希望是错觉。,2
215,"又说1.8米组合,结果线长1.5米.",2
216,安全防漏电，电热水器先前的不见了！,3
217,用过的,3
218,一般般，是京东定制的，一分钱一分货。,3
219,各产品之间匹配有问题,2
220,这个还没有拆开用，拆了个6分位的，是重新包装过的,3
221,换了一次，以前那个怀疑二手的，现在这个用着还行。,3
222,线软不知道是不是正品  目前还没发现别的问题,3
223,插座不带线。好吧。我没看清楚。,3
224,公牛现在也就那么回事了，公牛现在也就那么回事了，,3
225,买了一大堆，质量待定,3
226,看起来像是被用过。。现在用起来没啥问题,3
227,这一米八的感觉比之前买的一米五感觉还要短啊&hellip;&hellip;,3
228,质量将就吧，马马虎虎,3
229,好,3
230,还好吧,3
231,还行吧,3
232,还可以。。。,3
233,好,3
234,一般。。。。。,3
235,还没用，不知道好不好，但是试过每个插孔都能通电,3
236,还行吧，，，,3
237,哈哈哈,3
238,买东西没看好，买到了无线的，心情不好给三分吧,3
239,一般般吧。,3
240,水货包装,3
241,不错！,2
242,还行,3
243,一米八，一米吧？,2
244,还行吧，没用呢,2
245,买贵啦,3
246,可以,3
247,一般,3
248,一般般,3
249,我的发票呢,3
250,嗯嗯,2
251,还行,3
252,线板短,3
253,一般一般,3
254,一般,3
255,还行,3
256,还行,3
257,还没有，公司备用。,3
258,好,3
259,还可以吧，,3
260,不足3米,3
261,产品质量一般,3
262,一般般,3
263,还好吧,3
264,一般,3
265,总体来说查插座还可以 给工程上用的 不是自家用,3
266,还行,3
267,还好咯,3
268,一般般,3
269,一般般吧,3
270,东西凑合,3
271,不知道真@，没有防伪码?,3
272,买得比较值的一款产品 只付了14.91 用了2000个京豆 大家可以来比价,2
273,先不给满分，怕你骄傲，用段时间看看再来追加评论,3
274,拆开就这样，略难受的。,3
275,有头发夹着,2
276,一般般,3
277,漏电！！！,2
278,还行,3
279,一般,3
280,一般,3
281,还行,3
282,被人拆开过,3
283,商品还行,2
284,线太短啦,3
285,还可以吧,3
286,混迹于由于该,3
287,没有1米8,3
288,要用过才知道,3
289,还好啦。,3
290,。。。。。。。。。。。。。。。。。。。。。。。。。,3
291,还行吧,3
292,一般吧,3
293,一般,3
294,一般,3
295,一般般,3
296,还要运费,2
297,线很硬做工一般般吧45.9（3.9#）到手。,3
298,插座在公牛官网验证是正品，但在官网产品展示中没找到。看的一头雾水，不知道到底有什么防护功能,3
299,还行吧。其实在实体店买更好。因为你可以摇晃小检测一下。,3
300,618活动买的，花了*元，现在你告诉我只要*元，请问，618活动便宜在哪里？,2
301,第二次购买，该产品特性符合我使用要求，上次买的用了一年就坏了，希望这次能用久些。,3
302,刚刚去超市（居然不准我写家-乐-福）看了，居然比超市贵,2
303,信任公牛这个插座品牌才买的，收到货后发现按钮比较松，而且被人为拆过了，因为买了两个，有对比才知道，希望不会影响使用。一段时间后再追加评论吧。,3
304,我6 3 元买的，kao,3
305,线比较短。。。。。。。。。。。,3
306,外观挺好的，线也挺粗的，就是这个防伪码没有防伪涂层，怀疑不是正品,2
307,还可以吧，试着用看看，过几天再追加评价，包装太差了，好像有人用过，,3
308,一般吧。666666666,3
309,还可以吧。，。，。，。。。。,2
310,公牛的,3
311,外包装简陋，内包装破损，防伪涂层被刮开，这是我京东买的最不满意的商品，还好目前使用还算正常。,2
312,产品确实要经过长期的使用才能知道质量好坏，我担心现在不评价，系统自动给5星，性能和价格达不到五星标准,3
313,公牛的插排一直是做的中规中矩，没什么突破，质量也就一般吧，基本使用没啥问题,3
314,有开封，感觉是二手的，表面有瑕疵，线挺软的，还行吧，先用用看，希望没啥问题。,3
315,说实话，用公牛的接线板很多年了，一直信任这个品牌，可是现在新款的感觉做工明显下降，买的分控的按开关的时候居然能看到火花。,2
316,使用一个月后的评价，1 商家标的线长是含插座及电线一起的。2 插座较松，按钮弹力不够。3 质量还行，我同时用电磁炉和电饭煲没问题,3
317,京东不诚信，京东不诚信,2
318,为什么刮不了这个商标,2
319,发两个还能少一个，服了,3
320,有点脏～包装也不怎么样,3
321,刚买还没到就降20，不想说了,2
322,刚买几天就降价20。浪费了,3
323,杀破狼的物流都没给我打电话,3
324,倒霉，刚买回来就降价了,3
325,没给开发票，配送员服务态度差,3
326,买了没几天就秒杀，便宜了不补差价,3
327,刚买就降价了10多块，跟难受。。。。。。。。,3
328,刚买完就降价，不知道几个意思，,2
329,刚买了半天就降价，我也是醉了，,3
330,两个加起来的价格没有超市贵，,3
331,东西还行，就是发票发了很多功夫,3
332,快递员忙的连个电话通知也不给！,3
333,没有保护套没有保护套,3
334,我的天，插上有声音，恐怖,2
335,做工差，接缝太大,2
336,还可以吧，线有点短,3
337,可以。就是太密了,3
338,包装差，送到已外包烂了,3
339,小的是坏的 不能用,3
340,包装都是拆开的,3
341,价格有点虚高了,3
342,为什么没有发票,2
343,有破损，不是新品，这次不好,2
344,包装盒被打开了，不知道被人换过没有。,3
345,买来一个指示灯就不亮,2
346,线长明显没有宣称的一米八,2
347,刚买就降价，你说满意不,2
348,三空不是大眼的，不太理想,3
349,线有些脏，擦不掉,2
350,看起来不如小米的,3
351,没想像中的壮实。,3
352,按钮阻尼手感不好,3
353,很好，就是太贵了,3
354,感觉电线有点次,3
355,这么多扣只能用两处,3
356,买完就降价，这个商品40左右可以考虑,3
357,有一个口灯不亮，没通电,2
358,产品收到，没有赠品，客服也解决不了,3
359,背面竟然少了一颗螺钉。,3
360,发常实用，就是线短了一点,3
361,产品一般，快递的速度一般。,2
362,有几个插孔时好时不好的,3
363,邮过来包装都散架了，包装时能用点心不,3
364,才把货收了就看见东西降价了，心情不好?,3
365,还可以，有点小贵啊，看看,2
366,电线上有两个明显的压痕！,3
367,昨天买的今天就降价10多元，真背,3
368,盒子的封条都开了，不知道是不是别人退的货,3
369,昨天刚买的*今天就降价*为什么呀,3
370,三口和两口依然不能同时插！！！,3
371,下次不要把有磕绊的货物卖给别人了,3
372,质量一般，不是特别好用,3
373,商品打开上面有划痕,3
374,感觉不是全新的,2
375,便宜了三块钱，不爽,3
376,二手的，包装开过，插头保护套没了,2
377,刚买到就降价，价格太不稳定了，东西还好吧,3
378,有一个按键感觉卡不稳味道有点大。,3
379,指示灯有一个不亮,3
380,收到货有个按钮是换的，换了货感觉是旧的,2
381,说好的618降价呢？买完了反而降价了。。。。,3
382,价格贵，质量一般,2
383,插板还行，就是买完就降价了。,2
384,有的大插头插不了,3
385,还行吧，就是不知道是不是正品公牛,3
386,感觉质量一般般吧，,3
387,开关按下去弹不起来，懒得退了,3
388,换新的商品怎么还像用过的，无奈了，不换了,3
389,里面东西不是全新，有使用痕迹。,2
390,单独开关方便快捷，但是价格有点高,3
391,牌子挺大的，但是个别插孔不好插。,3
392,才用几天，指示灯就坏了。,3
393,裝线的时候螺丝拧回去就滑丝了,3
394,手感不太好！感觉材质不怎么样！,3
395,买错了，又觉得退货麻烦，原来是没有线的,3
396,用着方便，怎么有一个口连电。,3
397,包装被人拆开了，防伪码也不存在,3
398,发票呢，光有东西没发票，保修都找不到北,3
399,收到打开有磕碰 懒得换了,3
400,除了差，还有一万个差差差,2
401,感觉像别人用过的一样，包装都是坏的，,3
402,能不能标注一下线的长度，我以为5米的呢,2
403,盒子里质保书说明书都没有，就凭张电子发票保修？,3
404,线加上盒一米八？？有点短了,3
405,接线板有点脏，能用就不退了,3
406,包装被人拆开过，上面有点黑色的痕迹，不爽,3
407,还可以吧，设计的不是很合理,3
408,和别人买得公牛三插摔不**为什么我买的比较轻,3
409,怎么这个盒子上的涂层不能刮？怎么辨别真伪？,3
410,这个产品可以用的，就是包装不怎么好,3
411,一般没有想像中的好，价格也不算便宜,3
412,整体一般，物流配送很快，其它都还好。,3
413,为何线不是白色？？？和图有很大差异,3
414,没有按钮开关，和实物不符合。,2
415,没有按钮开关，和实物不符合。,2
416,没有按钮开关，和实物不符合。,2
417,插排挺好的，就是没有按钮开关。,3
418,只能说有点贵 买回来本来想退可又嫌麻烦,3
419,没收到货，货被别人拿走了，快递都不打电话通知的。,3
420,拆开过，不影响使用，麻烦买了的人你少退点行不,3
421,东西质量还不错，就是价格有些贵。。。。。。,3
422,感觉不像正品呢？插不好插，声音特脆,3
423,没有16A插孔，用不了空调和冰箱等。,3
424,刮烂了都看不到数字，怎么刮都不开。,3
425,整体来说还是不错的，只是线有点短,3
426,除了发票开错了没人管外，其他没什么毛病,2
427,很喜欢公牛的插座，不过没买两天就降价啦,3
428,插板不错，就是一买就降价，太坑人了,3
429,买的时候没看清是两个。只是赠的集线器不见踪影。,3
430,有一个灯坏了，懒得折腾就这样用了,3
431,本来要双插头   没想到买的是三插头,2
432,上下壳缝隙不均匀，没有想象的好,3
433,包装开过，里面的不是原包装了，是不是拿别人退的货给我,3
434,没有封条，送过来直接开封。目测二手,3
435,刚买就降价了，京东的价钱真是变化大，还没开始用,3
436,买回来就打开了  盒子也有点皱可能是二手的,2
437,有一个插线板摇晃时里面有响声。不知道可安全。,3
438,这款质量一般，不值这个价，买的东西还是挺失望的,2
439,昨天买 今天就降价20 真**逼不是个意思,2
440,包装不好。只拿个袋子装没盒子，运输过程都不知有没有弄坏,2
441,别的不多说，插头插不到底！上个图&hellip;&hellip;,3
442,有一个指示灯是坏的，退货又不值得。物流没的说,3
443,线不够长，包装一般 没有合格证之类的,3
444,不怎么样，线细，插座密，不好用,2
445,包装盒上的防伪标签是印刷上去的，涂层根本刮不开,3
446,线有点短，质量一般般吧，这个价钱也小贵,3
447,送货比较快，东西看起来还可以，就是一买就降价了,3
448,刚买完就降了10块，。。。。。。。。,3
449,好轻，感觉不值这价格,3
450,公牛插座着实不错，就是太贵了，线买短了,2
451,急着用，不然真的换了。这个包装怕是开过退过货的吧,3
452,扫二维码49卖贵了。,3
453,表面有损伤，封口粘的不牢，怀疑是二手,3
454,设计师回去面壁吧。鬼火一样的指示灯。,2
455,有个按钮弹起来有点卡，公牛也在退步了,3
456,物流不给力，超过预计时间到，质量还可以，外包装一般般,3
457,包装简陋，产品没问题。,3
458,这种全白的好像质量不怎么好，不如蓝色的,3
459,收货时包装纸壳上有破洞，原本二维码下面的刮涂层是印上去的，是不是正品值得怀疑,3
460,买时要注意了，线不长，别贪便宜反而误事,3
461,电脑插头用不上。间隔小，不是太方便。,3
462,插孔之间距离太近了，插不了几个就挤不下,3
463,公牛怎么说呢，质量还可以，就是没有创新,3
464,发票漏掉了，请补寄。,2
465,徒有虚名，价格贵，又没有保护，难插拔,3
466,昨天买的价格58今天再看价格变成52，有点担心真假！,2
467,物品不错，但是物流让我无法接受。太慢了。,3
468,贵了，还是~买便宜点,3
469,这插座真不咋样，质量差，将就用吧,2
470,包装明显被开启过，里面验真伪的防伪涂层也被刮开了,3
471,价格贵，质量差，偶尔会断电，指示灯不亮,3
472,不知道是不是别人退的货，还是运输途中暴力物流摔开的，封条已经脱胶,3
473,用了一个月，已经有一个按键指示灯不亮了,3
474,购买时说有送理线器，没送给两星,2
475,不怎么美观，纯白的觉得有点惨，用料？标牌还行。,3
476,线短，还有我港版iPhone充电器插不上&pi;_&pi;,3
477,插不上插头 什么原因,3
478,插座不好，开关会松动，我买六十多，现在才卖四十多,2
479,没有线，还得自己买线买插头自己接。。。。。。,3
480,质量一般般,3
481,不咋滴*555,3
482,长度不够太短,2
483,线长没有1.8米！线长没有1.8米！不要说带插板！！,2
484,没有分开关，不便利！,3
485,不好，线太硬了,3
486,还可以吧，就是线太短,3
487,线有些短了,3
488,一般般，没想象中的美好&hellip;&hellip;,3
489,货物已收到，快递是自己下楼去取的，但是听朋友说京东快递都会送到楼上是真的吗？,3
490,感觉不怎么样,3
491,刚用就坏了,3
492,电线上有使用痕迹，合格证模糊不清，。坑,2
493,买的时候真没注意是没线的，怎么有这么反人类的设计？,2
494,死用劲才插上去！这三个端子位置有问题的了。,3
495,不开心，未按规定时间配送到货，就是冲着京东这个送货时间才下单的。结果到17号下午四点多才送到！,3
496,包装不好 漏了 商品盒子是打开的 像是用过之后退回来的,2
497,4插的指示灯不亮！插座能用！懒得换了就这样吧！,3
498,竟然不提醒我没有线..?,2
499,东西还行，但是有点小瑕疵，有个开关的灯是长亮的。,3
