,content,score
162,不错哦，喜欢,3
163,收到，不错哦,3
164,非常喜欢好用,3
165,其他都可以 快充是摆设 那么大快充两个字忽悠人的,3
166,开关太小了又松，到处都感觉恨松，不过物流很快，赞一个,3
167,颜值不错。。但有质量问题，申请售后中&hellip;&hellip;,3
168,不是很好用。插座超级硬，超级难插进去和拔出来。,3
169,总体来说还是很不错的！毕竟是小米的，大爱小米。,3
170,相信小米的，用了几天确实还是可以，智能控制，方便,3
171,线挺粗的，简约好看，但开关处松动，比较显廉价。,3
172,还可以 质量还是比不上子 弹头  公 牛之类的,3
173,基本还行，因为插满了之后，两个口之间会相互影响。,3
174,物流很快，感觉质量一般般，usb口充电的话插板会发热很烫,3
175,很好 插线板没有广告,3
176,还不错，京东购物放心，舒速度很快，很好，继续加油,3
177,同时买了公牛的，用料质量明显差于公牛，小米就剩玩概念了，做的都是样子货。,3
178,下次可好看回老家了唱歌你吃鸡好看就看，好）就,3
179,插排很好，京东的服务也很好，但插排的包装挺脏，还有一个包装盒有点破损，送人受影响。希望以后改进,3
180,小米家的开关开关按压的手感没有公牛的好，但是颜值和性价比比牛牛的好,3
181,速度快，包装完整。但是，快递完成后东西被放在太阳底下暴晒&hellip;&hellip;心疼,3
182,插座质感很好，很有份量，就是电源开关松松垮垮,3
183,小米插座不如公牛，但价格确很高，用下来感觉公牛性价比更加高，毕竟插座公牛更专用。。。,3
184,小米品质还是不错的，性价比高，但是觉得质感还是不如公牛的好，毕竟那是专业的,3
185,还可以，JD方便才用的！JD购物总体100分，打80分吧！有几次不理想,3
186,颜值还可以，好不好用等我用一段时间再说，会来追评的,3
187,物流迅速，做工很好，插进去有点太松，用一段看(⊙o⊙)再说。,3
188,这个还没有用，等我过段时间用再来评论吧，看起来挺好！等后面用过再说了,3
189,使用几天才评价。外形到挺好看的，价格也较合理，就是不是快充的。,3
190,京东物流就是快一直都选用小米的,3
191,还不错。。。,3
192,还可以,3
193,长得不错，usb充电的时候有电流声，很不喜欢，真的。,3
194,货收到了，非常满意，物流最快，还有京东那个专员热情周到，她办事情，我非常满意,3
195,三插孔，5米线，感觉买错了，谁家要用5米的线，比房间还长,3
196,包装很简陋！还开了个小洞。包装的人你太大意了，插班挺好的，就是包装上很不满意,3
197,很好的插线板 已经回购无数次了 实用又美观 喜欢小米的设计,3
198,好东西，京东物流快如闪电，就信任京东，信任京东强哥，缺点得说说，太难插插座了，有没有什么指导？,3
199,很好的，呵呵，自己看吧看吧，也是很好的嗯嗯，就这样啦啦，下次买不买,3
200,上面的开关按键间隙过大，这点不是很满意，京东的发货速度点个赞,3
201,非常漂亮，刚好三个用电器，但是价格为啥比小米官网贵呢？这两星给你减掉！,3
202,產品質感非常好 價格合理 包裝有些爛了 並且產品本身有許多傷痕,3
203,开关确实松，直晃，上面有个小灯，除了开关其他都很满意,3
204,外包装有损坏，里面还可以。用了一下，没什么问题，包装安全有待提高。,3
205,发货速度快，精致，可惜没用国际通用插口，插大的三头进不去,3
206,插板很好，但是指示灯时而亮，时而不亮，请严格把控品质。,3
207,表面有划痕 没有预期的惊艳 有点失望 送货速度非常快 点个赞 早上下单 下午到,3
208,换了两次，使用时候吱吱响，退货了，京东售后真的很好，用力几天发展问题都给退，给京东自营赞一个！！！！！,3
209,感觉产品很次，按键松，包装有瑕疵，昨天买今天到是挺快，将就用了吧。,3
210,和之前官网买的相比，安全挡很容易被突破，但插上电源线，很紧,3
211,挺小巧的，外观不错，用着感觉也挺好，要是后面有可以挂的就好了。。,3
212,智能家居用品！很喜欢米家的东西！很好用！还会买更多的东西！但是这个插座收到的是拆开过得，估计是退货的吧！,3
213,还可以,3
214,颜值还是可以的，按钮感觉松了啊，也不是特别好按，希望能坚持住啊,3
215,"经常买京东的东西，送货很快很方便。品质也一般都有保障
usb的电压太小，充电要充很久",3
216,外观很小比想象小，电脑三脚插头一插外盖就裂开了，真的要很小心用才行,3
217,除了开关那里有点松，没什么毛病，能正常使用，快递很快，喜欢,3
218,插口很方便，不过用一会发热量就很高，插座的话 感觉还是公牛的好,3
219,看着颜值买的，usb很方便，但是接个吹风筒就跳闸是几个意思？功率太虚了吧。,3
220,"使用USB充电时，噪音很大。
开关手感很差
用料应该不错，所以买第二个了，但只给3星",3
221,不错，，，，，，，，，，,3
222,外观漂亮，但是用usb口给我的小米手机充电时，手机上未显示快充符号！！！,3
223,有定时开关功能还是不错的，但是夜深人静的时候那个滋滋的电流声真的很闹心，深夜需要静心工作的时候耳边全是那个电流声,3
224,这个usb快充和手机快充电压不一样，快充不了，希望大家仔细对比。做工很棒，很整洁,3
225,用起来很方便的插排，外形美观，家里的插排都换成小米插排。这次购买的插排上有明显划痕。,3
226,还不错，囤货中.............,3
227,你用小米的电脑充电器和这个插座配起来用的试试，这个还真用不了，应该用按键式比较好,3
228,不错，很好，值得拥有！买回来没几天就降价，虽然只有十块钱，但心里还是不那么愉快！作为京东资深客户，这是为数不多的三星评价！,3
229,外观挺好看的，磨砂的质感很好，但是按键太松了，晃动范围特别大！,3
230,设计插孔有问题，挡住其它孔，开关活动的不严实。用料还不错，看上去比较高档,3
231,没有同级别产品对比也不知道好不好，当初之所以选择它是因为他与公牛相比便宜。目前功能都挺好用的，希望能用的时间长一点。,3
232,这款插排有点失望，用了不到两月，插电口就坏了，USB充电口还是不错，非常方便,3
233,开关按钮很松动，逼si强迫症的节奏。插口比较紧。插进去比较难拔出来。其他基本满意,3
234,京东物流就是快一直都选用小米的,3
235,@,3
236,小米的插线板，不是很好。颜值不错，插孔很不友好，比较难插。还有很大的滋滋的电流声,3
237,这个颜色还可以，但是质量不如之前的要好，希望小米不要偷工减料。还是要保持品质如一，做好产品。回馈社会！,3
238,感觉质量不咋地，后悔了，其实应该买公牛的，感觉还是公牛的质量好，用着安全。小米这个完全就是USB看着好看,3
239,还不错,3
240,还可以,3
241,不错！,3
242,好看是好看，好看好价钱，最大跌眼睛的竟然是一米八的线??感觉小贵了，早知道这样买公牛的了，麻烦京东标清了可好,3
243,是无线版的 后面是三孔插座用的 适合用在电视机下面的插座上，多了一个口手机充电也有usb还是蛮不错的,3
244,整体感觉不错，充电速度一般。那个开关跟大多数评论一样，松动，能摆出响声，我一起下单买的两个，情况都一样。,3
245,插排不错。跟描述的一样，还带USB接口，我很喜欢。包装也很不错。这个配送员服务态度不怎么好。打他电话还关机。,3
246,外观并不惊艳，小米的宣传向来一流，那照片拍的，这漂亮，实物也就那么回事，但是体积比公牛啥的都小，也算简洁大方吧,3
247,外观很好看，非常简洁，插头也足够用。就是使用过程中偶尔会出现嘶嘶声，总感觉有啥隐患。,3
248,用了几天了，感觉还不错，不过直接说什么快充感觉是不是夸大了，反正我的手机插上没显示快充标识。,3
249,这个得好好说说了，USB接口充电的话有电流声，听得见。然后就是漏电，感觉这个排插没有地线的。本以为小米大牌应该不错，看来还是用公牛好了。,3
250,外观不错，使用起来不是很好，插头太紧了，准确说里面那防电挡头，很次。得改,3
251,小米插板做得很漂亮，最开始给手机充电时，越冲越少，后来再用没有这个现象了，先用用看吧,3
252,"想买很久的插线板，小巧玲珑的，外观是挺不错的
还有三个usb接口，直接免去了不少插头，不错不错，之前送的小夜灯都派上用场了",3
253,第二次购买了。先说第一次的使用感觉，长期用后，插座的防护盖有卡死情况，会造成@座很困难。充电速度确实很快,3
254,很不错，快递很早，比我预想的要早，我喜欢，就是不耐用，不过确实方便，哈哈哈哈，以后就好用多了，开关比较松，是都这样吗？,3
255,"可以说是非常好用了&hellip;但是讲道理这个价比**高太多了，买的时候因为着急用完全没注意，有兴趣的朋友建议去隔壁搜一下。

4个插座独立开关，可惜的是3个USB口是常开的，不过支持快充，平时手机充电非常方便。现在越来越多的家电是USB充电了，比如夏天的小风扇，还有台灯，产品本体是相当赞的。",3
256,功能齐全，外观满分，安全保护到位。电源开关松散，按键手感较差，感觉品控不及格。综合起来三星吧,3
257,@,3
258,材质和外观还行，充电速度比较快，唯独不满意的地方是带白灯的主电源开关键很松，按上去会左右动，拿起和放下整个插板的时候也会发出晃动的声响，不算完美啊。,3
259,本来对小米生态十分看好，所以新入手了一款小米插座。到手后和公牛的对比，外观几乎没有区别，但是小米的插座发热程度比公牛高得多。刚在usb充差不多十分钟，插板就已经烫手了，至少六十多度！唉，小米，伤心了???,3
260,好用是好用 不过外观吧  我买了两次 两次都有黑色的瑕疵 而且还不是一两点那种 是一条两条耶  喜欢白色的都是比较讲究的人好不啦 所以我给三星,3
261,还不错，囤货中.............,3
262,产品使用的材料、技术和工艺都很不错！使用过程中和使用后的效果还不错！,3
263,没有达到预期效果，就外表好看，插座很难插，也很难拔，没有我之前买的那个奥锐科好用，那个好拔好插，小米的插座充电好热，数据线的头好大一股烧焦的味道！,3
264,还可以,3
265,还不错,3
266,常的完美，从桌子上可以看出我所有的东西都是小米的，因为他的东西比较，性价比，高。而且做的比较的简约漂亮，比较符合现代科技感的风格，所以说比较喜欢，一直会支持小米。,3
267,不错,3
268,还可以,3
269,还可以,3
270,还可以,3
271,还可以,3
272,还可以,3
273,还可以,3
274,送给朋友了 不知道怎么样,3
275,不知道呢，可以买回来用一下就知道了,3
276,真不知道我这个插座去买来干什么用。,3
277,发来个二手的 jd这是自掘坟墓啊,2
278,"2a快充完全没感受到
呵呵呵呵呵呵呵呵呵",2
279,上下两排离的距离能再远点就好了，一直会被咯到,3
280,饥饿营销 就是让你买不到,2
281,给小米手机充电特别烫,2
282,做工可以，刚买正在使用中,3
283,一直嘶嘶嘶的响，怪害怕的,3
284,送的的东西能期待多高的品质呢？？？,3
285,小米的东西也就那样吧,2
286,用了两天就换货没法评论,3
287,同时充两个电器太热了,3
288,比想象中的小太多,3
289,就*几个字，相信你们都懂,3
290,那个开关松松垮垮的。。,3
291,一般般用了还可以,3
292,插座好难插进去，,3
293,还没用，做工一般般,3
294,到宿舍随时随地低调低调,3
295,还行 会有电流声,3
296,还可以发烧太快,3
297,京东快递 无力吐槽,2
298,充电滋滋响，真吓人,3
299,相当凑合，按键松,2
300,"一般般吧
不够用",3
301,还行吧插口比较紧,3
302,一般吧！相当一般,2
303,按钮松松垮垮的,2
304,没打开之前就是这样,2
305,大黑色没有白色做工精细?≧?,3
306,凭什么要给你五星?,3
307,凑合能用哦缺钱,3
308,还没用，看着还行,2
309,插板开光晃荡额很！,3
310,两个星期已经烧了,2
311,还没用，具体不知,3
312,可惜没有快充功能。,3
313,大品牌，质量好，下次再买。,2
314,还可以 外包装严重变形,3
315,凑合着用用，按钮比较松。,3
316,送的东西，一般般。,3
317,烧水超过60度就跳闸好尴尬,3
318,送的东西，没什么用,3
319,给插线板多一颗星。,3
320,说好的米粉卡呢。,2
321,凑单免邮，试试看,3
322,唯一不行的就是不可以独立控制,3
323,开关松松垮垮的,3
324,感觉被人拆开过,3
325,打击我的消费信心，你们赢了,2
326,嗯，很明显能看出是其他买家的退货&hellip;&hellip;,2
327,还可以吧，目前没啥问题,3
328,终于让我碰到二手得了，不高兴,3
329,一般用用，就这样还算可以,3
330,常规化！内牛满面了了了,3
331,这个价位哦来说，质量是真一般,2
332,这个插电板总体来说是非常实用的,2
333,三个usb口同时插上会停电,2
334,插排可以就是没有挂孔。希望解决。,3
335,感觉都还好但电源保护开关特别松，,3
336,目前使用正常，没有出现问题,3
337,没什么特别之处,2
338,东西怎么说呢  开关那里好松,3
339,还可以吧吧吧吧吧,2
340,充电时发烫严重,2
341,可惜没有带手机充电的智能插座,3
342,那好呀夏冬卡萨帝,3
343,按钮松松垮垮的,3
344,开关位置松动很大,3
345,买了还没用过 不知道质量咋滴,3
346,放在床头好吵，晚上又闪,2
347,小米东西还不错,2
348,东西没有性价比，跟公牛的插座一样，价格贵*,2
349,帮别人买的，我也不清楚具体状况,3
350,还可以，凑合用吧,3
351,还可以有的时候发烫,3
352,质量还行。开关有些松动,3
353,一直嗡嗡嗡的响.,2
354,还没用，不知道怎样,3
355,像是山寨的小米,3
356,有好大电流声诶,3
357,不太好用，总之钱数在那呢，也算过得去吧,3
358,插座比较难插，其他暂时没问题,3
359,开关很松，影响整体质感。,2
360,小米的东西还是性价比很高的，挺好的,2
361,还没用呢不知道好不好，所以先不评价,3
362,一般般吧，没什么特别的,3
363,还好就是插的地方要使老大劲了,3
364,用这个家里老跳闸，不知道为什么,3
365,还可以吧，体验比较一般,3
366,还没用，等用过后，再来做评价,3
367,质量感觉一般吧，再多一个电源插眼就好了,3
368,第一次买小米的拖线板 还不知道怎么样,3
369,第一次买小米的拖线板 还不知道怎么样,3
370,呀还要写6个字，插孔很难插拔,3
371,有很大的电流声，担心会爆炸，,2
372,同款插排，小米之家和小米商城都卖*,3
373,贴了两层电工胶带依然很亮影响睡眠,2
374,还没用呢，用了再说！技术监督局,3
375,买了好久了，一直闲置呢，没怎么用！！,2
376,包装到我手里就这样了，京东现在越来越自大了,3
377,好?充电快了。值得购买。非常推荐,2
378,就那样吧，样子货，将就着用,3
379,开关不好用，看着挺漂亮，样子货,2
380,用了半年左右就坏了，只好又重新买一个,3
381,开关很松，暂时能用，懒得换。,2
382,这款要加入Wi-Fi控制就更nice了,3
383,好难插，插个插头要使出吃奶的力气,3
384,好难插，插个插头要使出吃奶的力气,3
385,一般吧  和小米一贯的高性价比没什么关系,3
386,第一个口插拔困难，其他两个还行。,3
387,小米的东西刚开始用还好，以后就不知道怎样？,3
388,两脚的太难插了   外形还是可以的,3
389,非常难插进去，非常，非常，**设计,2
390,同样的手机，用这个充电没有那么快,3
391,还行吧，也就那样，没太惊喜。,3
392,原本昨天下午该到的，今天上午才到，害得我专门开车跑一趟去取货。,3
393,经常没信号&hellip;&hellip;&hellip;希望能改进。谴责京东会员缩水,3
394,还可以。只是USA插口不可以快充,2
395,两个插线板口互相打架&hellip;&hellip;&hellip;,3
396,目前使用问题不大，用一段时间再追评,3
397,正常使用，不好不坏，还行就是,3
398,正常使用，不好不坏，还行就是,3
399,有使用划痕。但用起来没有什么问题。,3
400,还行吧！！！希望能用时间长一点！！！！！！！！,3
401,不知道内在怎么样，反正一拿到手就是满满的廉价感,2
402,还可以吧，还没用，是买小米note3送的,3
403,"用了才知道原来不支持qc2.0,性价比不高",3
404,还没使用，手机问题可能还要一起退回,3
405,插头有个弯了，但是勉勉强强还能用,3
406,做工还可以就是无法连接我家华为荣耀路由PrO。,3
407,插U口会吱吱响，不知道会不会有损手机,2
408,打开包装后如图，也不知是全新的还是&ldquo;全新&rdquo;的,2
409,线***，要是软点好了,2
410,品控要加强，买了两个一个开关键就松了。。,3
411,插排还行    但感觉开关那块容易坏,2
412,送的，所以手机贵了100,3
413,期待越高，越感觉一般,3
414,质量不错，设计不好，开关都碰到了。,2
415,USB充电会吱吱的响,3
416,晃了晃 ，能听见声音。,3
417,买错了，这款质量不行！,3
418,有电流声，希望耐用吧～,3
419,双插松松垮垮的，三插还行，凑合着用吧,3
420,还没有使用，之后再追加评论，看起来还行,3
421,盒子皱了，里面能用。,3
422,质量过得去，没有指示灯，过于小巧,3
423,还可以吧，用的还行，差不多能用,2
424,电流声音挺好，感觉一般般吧，价钱便宜。,2
425,还行吧   用得一般,2
426,老毛病，按键松动~~,2
427,开关按钮松松垮垮，太次了，样子看着不错,2
428,电源开着，手机在插板上充电式插板会发热。,3
429,一般吧 没公牛质量好,3
430,就这样吧！没啥好说的！,3
431,尚未使用，用后再评价。,3
432,还行吧！就那么回事&hellip;,3
433,也就这样吧！ 开关有点劣质！！其他的还行@！！,3
434,收到时拆开就这样了，我还能说什么呢？还没使用.,2
435,开关那里非常松，不联系购买，这个价钱可以去买公牛的。,2
436,还可以，usb需要开开关才能用，不智能,3
437,该算不错,2
438,快递真渣,3
439,开关松动厉害,3
440,呵呵,2
441,刚使用，不知道,3
442,一般吧,3
443,线太多，用起来还凑合,2
444,还行吧。。。。。,2
445,插座口太硬了,3
446,包装好烂,2
447,还行,3
448,*,2
449,一般吧&hellip;&hellip;&hellip;&hellip;,3
450,不错 可以购买,2
451,一般，还算可以,3
452,按钮那特别松,2
453,@的吧开关都是松的,2
454,usb充电好慢,3
455,还好吧,3
456,all可口可乐了,3
457,一般般把，还行,3
458,小米的就那样,3
459,usb充电很发烫,3
460,像二*宅的,2
461,79买完后就变69了&hellip;&hellip;,3
462,感觉一般般，。。,3
463,东西一般般，,3
464,插座阻力较大,3
465,物流快！能用！,2
466,还可以。。。。。。,3
467,做工一般般,3
468,一般般,3
469,可以,2
470,还凑合,3
471,难插！,3
472,一板,2
473,开关超级松。,2
474,还行,3
475,还可以。 没用过。,2
476,质量不错，快递挺快好,2
477,效率超高,3
478,还行吧,3
479,可以,3
480,很好，非常好，质量杠杠的，还带保护门,2
481,可以,3
482,拆过的，果然是*,2
483,快递**恶心,3
484,产品一般般吧,3
485,これって、本当に新品なんですか、傷だらけですけど。,3
486,过于单薄，,3
487,还可以,2
488,还行，凑合着用,3
489,品质一般般～,3
490,太重了,2
491,一般,2
492,一般,3
493,还行吧。一分钱一分货。,3
494,插排按键活动较厉害，,2
495,上下插位太近，基本只能用一排插位。,3
496,使用时发热还挺热的，朋友的没有，可能质量有问题,2
497,速度不错很快！但是东西感觉一般！期望高了！,2
498,一般吧。充电太烫了。,3
499,以前没用过小米产品 还不知道品质如何 但是价格不便宜,3
